nwp_globalirrad,nwp_directirrad,nwp_temperature,nwp_humidity,nwp_windspeed,lmd_diffuseirrad,lmd_pressure,lmd_totalirrad,lmd_temperature,date_time,predicted_pv,predicted_load,predicted_USEP,predicted_cost
0.0,0.0,25.15,94.49,2.96,0.0,100.66,0.0,25.15,2021-01-01 00:00:00,8.463677e-12,18.295124,164.28855453502106,3005.6794769975827
0.0,0.0,25.14,94.59,2.985,0.0,100.625,0.0,25.14,2021-01-01 00:30:00,3.2504117e-11,18.295124,162.06131616136602,2964.931874770128
0.0,0.0,25.13,94.69,3.01,0.0,100.59,0.0,25.13,2021-01-01 01:00:00,3.706156e-12,18.305866,188.7057945909703,3454.422989205128
0.0,0.0,25.135,94.63,3.09,0.0,100.555,0.0,25.135,2021-01-01 01:30:00,3.6131426e-12,18.305866,221.77793080920833,4059.8370831498382
0.0,0.0,25.14,94.57,3.17,0.0,100.52,0.0,25.14,2021-01-01 02:00:00,2.9028542e-12,18.150671,197.72853827365014,3588.9056455153577
0.0,0.0,25.11,94.655,3.175,0.0,100.51,0.0,25.11,2021-01-01 02:30:00,1.3064819e-11,18.10568,204.99687304888104,3711.6077844209863
0.0,0.0,25.08,94.74,3.18,0.0,100.5,0.0,25.08,2021-01-01 03:00:00,4.1709808e-13,17.903662,202.94505545264133,3633.459677395263
0.0,0.0,25.045,94.795,3.215,0.0,100.505,0.0,25.045,2021-01-01 03:30:00,3.9171733e-14,17.903662,91.90113029683313,1645.3667742524565
0.0,0.0,25.01,94.85,3.25,0.0,100.51,0.0,25.01,2021-01-01 04:00:00,2.0216697e-12,17.876638,88.00351342697715,1573.206952262032
0.0,0.0,25.0,94.84,3.27,0.0,100.545,0.0,25.0,2021-01-01 04:30:00,8.0700654e-11,17.876638,103.52153752925575,1850.6170516055654
0.0,0.0,24.99,94.83,3.29,0.0,100.58,0.0,24.99,2021-01-01 05:00:00,1.1629935e-11,17.899591,150.43344743297655,2692.6971817685303
0.03,0.055,25.03,94.715,3.335,0.035,100.62,0.03,25.03,2021-01-01 05:30:00,4.8755453e-12,17.899591,156.73092230188018,2805.41940625567
0.06,0.11,25.07,94.6,3.38,0.07,100.66,0.06,25.07,2021-01-01 06:00:00,1.4093919e-12,17.85343,158.72559254986226,2833.7962557972633
0.075,0.4,25.27,94.175,3.46,0.075,100.695,0.075,25.27,2021-01-01 06:30:00,6.026342e-12,17.007711,161.66073048176875,2749.47898408184
0.09,0.69,25.47,93.75,3.54,0.08,100.73,0.09,25.47,2021-01-01 07:00:00,8.26652e-14,15.8745,13.084522419229938,207.71025114406456
0.15,1.07,25.685,93.115,3.665,0.13,100.755,0.15,25.685,2021-01-01 07:30:00,1.0267215e-12,15.557908,52.57772996162819,817.9994855918009
0.21,1.45,25.9,92.48,3.79,0.18,100.78,0.21,25.9,2021-01-01 08:00:00,7.1207547e-13,17.338696,156.8545923827309,2719.6540935279754
0.29,1.79,26.08,91.875,3.915,0.23,100.78,0.29,26.08,2021-01-01 08:30:00,2.9279886e-12,17.43547,70.52230203614799,1229.5894814819906
0.37,2.13,26.26,91.27,4.04,0.28,100.78,0.37,26.26,2021-01-01 09:00:00,2.3125049e-11,17.817951,0.0,0.0
0.465,2.41,26.4,90.46,4.17,0.345,100.76,0.465,26.4,2021-01-01 09:30:00,4.987347e-13,17.855707,0.7812990428256198,13.95064678807433
0.56,2.69,26.54,89.65,4.3,0.41,100.74,0.56,26.54,2021-01-01 10:00:00,1.2109439e-12,18.139624,118.04970213679435,2141.377210073303
0.76,2.84,26.64,88.915,4.395,0.555,100.71,0.76,26.64,2021-01-01 10:30:00,6.4216805e-12,18.222498,143.4561464988507,2614.1293426620928
0.96,2.99,26.74,88.18,4.49,0.7,100.68,0.96,26.74,2021-01-01 11:00:00,9.0888945e-13,18.347275,128.45774529171115,2356.849578746863
0.7,3.015,26.815,87.49,4.55,0.505,100.635,0.7,26.815,2021-01-01 11:30:00,2.5299496e-12,18.31111,127.6941600141849,2338.2218103770183
0.44,3.04,26.89,86.8,4.61,0.31,100.59,0.44,26.89,2021-01-01 12:00:00,8.6519317e-13,18.373396,170.67893446823075,3135.951651842705
0.48,2.94,26.93,86.29,4.61,0.34,100.545,0.48,26.93,2021-01-01 12:30:00,5.0489404e-12,18.424248,140.3584697049943,2585.9992547445927
0.52,2.84,26.97,85.78,4.61,0.37,100.5,0.52,26.97,2021-01-01 13:00:00,6.1940843e-12,18.416948,117.56087640190827,2165.112547527644
0.395,2.61,26.955,85.74,4.54,0.285,100.465,0.395,26.955,2021-01-01 13:30:00,5.956557e-11,18.40969,142.97064551978454,2632.0452631106064
0.27,2.38,26.94,85.7,4.47,0.2,100.43,0.27,26.94,2021-01-01 14:00:00,3.1005174e-11,18.48332,155.59728405991646,2875.9543924055106
0.36,2.05,26.85,86.13,4.35,0.28,100.43,0.36,26.85,2021-01-01 14:30:00,2.3794267e-11,18.677702,137.31222358059998,2564.6767929925522
0.45,1.72,26.76,86.56,4.23,0.36,100.43,0.45,26.76,2021-01-01 15:00:00,4.7814352e-12,18.6026,20.203722223167556,375.84176302860016
0.35,1.35,26.57,87.6,4.075,0.285,100.445,0.35,26.57,2021-01-01 15:30:00,2.1031625e-12,18.62179,38.08595125735616,709.2285862646422
0.25,0.98,26.38,88.64,3.92,0.21,100.46,0.25,26.38,2021-01-01 16:00:00,1.6302865e-12,18.314249,93.95960611617451,1720.7996223533899
0.18,0.625,26.085,90.075,3.715,0.165,100.49,0.18,26.085,2021-01-01 16:30:00,5.8258333e-12,18.284101,88.00022968655418,1609.0050876116422
0.11,0.27,25.79,91.51,3.51,0.12,100.52,0.11,25.79,2021-01-01 17:00:00,1.6167706e-11,18.395077,91.5373614172178,1683.8368116450706
0.055,0.135,25.54,92.63,3.34,0.06,100.56,0.055,25.54,2021-01-01 17:30:00,5.376056e-12,18.30468,88.50171921296297,1619.9956496426635
0.0,0.0,25.29,93.75,3.17,0.0,100.6,0.0,25.29,2021-01-01 18:00:00,3.5686584e-12,18.305544,192.8976683680811,3531.096755808629
0.0,0.0,25.19,94.205,3.1,0.0,100.645,0.0,25.19,2021-01-01 18:30:00,1.3453803e-11,18.398539,141.462851834825,2602.709796532346
0.0,0.0,25.09,94.66,3.03,0.0,100.69,0.0,25.09,2021-01-01 19:00:00,3.5636473e-11,17.842192,202.67641424186698,3616.1914967677026
0.0,0.0,25.045,94.815,2.985,0.0,100.715,0.0,25.045,2021-01-01 19:30:00,5.1660117e-12,17.842192,193.76695314869136,3457.227181332955
0.0,0.0,25.0,94.97,2.94,0.0,100.74,0.0,25.0,2021-01-01 20:00:00,9.644424e-12,18.608904,199.88122432703426,3719.570514902317
0.0,0.0,24.975,94.995,2.93,0.0,100.745,0.0,24.975,2021-01-01 20:30:00,1.4046518e-13,18.625107,156.20456889970586,2909.326809645872
0.0,0.0,24.95,95.02,2.92,0.0,100.75,0.0,24.95,2021-01-01 21:00:00,3.3126034e-12,18.637691,161.64970970264184,3012.7773396770053
0.0,0.0,24.905,95.26,2.81,0.0,100.74,0.0,24.905,2021-01-01 21:30:00,1.648374e-13,18.637691,172.09780195524604,3207.5056546210435
0.0,0.0,24.86,95.5,2.7,0.0,100.73,0.0,24.86,2021-01-01 22:00:00,9.793611e-12,18.631292,83.63990013303767,1558.3194022286443
0.0,0.0,24.835,95.605,2.655,0.0,100.71,0.0,24.835,2021-01-01 22:30:00,4.466182e-12,18.631292,98.64206045198532,1837.8290317621497
0.0,0.0,24.81,95.71,2.61,0.0,100.69,0.0,24.81,2021-01-01 23:00:00,1.97121e-12,18.640846,103.8092507352298,1935.0922563306008
0.0,0.0,24.79,95.77,2.58,0.0,100.66,0.0,24.79,2021-01-01 23:30:00,5.3715383e-11,18.640846,103.38419817992273,1927.1689170998666
0.0,0.0,24.77,95.83,2.55,0.0,100.63,0.0,24.77,2021-01-02 00:00:00,1.3526897e-12,18.21999,108.77721521690609,1981.9197734797294
0.0,0.0,24.75,95.88,2.545,0.0,100.59,0.0,24.75,2021-01-02 00:30:00,9.3936706e-11,18.21999,125.06108588660837,2278.611734231398
0.0,0.0,24.73,95.93,2.54,0.0,100.55,0.0,24.73,2021-01-02 01:00:00,4.178338e-13,18.230732,150.45851575464553,2742.968877840657
0.0,0.0,24.745,95.74,2.675,0.0,100.525,0.0,24.745,2021-01-02 01:30:00,1.5297178e-11,18.230732,176.6385806610802,3220.2506248898335
0.0,0.0,24.76,95.55,2.81,0.0,100.5,0.0,24.76,2021-01-02 02:00:00,8.233044e-12,18.030546,197.40006913311638,3559.23102690621
0.0,0.0,24.795,95.345,3.015,0.0,100.495,0.0,24.795,2021-01-02 02:30:00,1.081965e-12,18.030546,239.20810888921267,4313.052810899699
0.0,0.0,24.83,95.14,3.22,0.0,100.49,0.0,24.83,2021-01-02 03:00:00,2.8283136e-11,17.764172,175.15276833682972,3111.443903006643
0.0,0.0,24.75,95.455,2.99,0.0,100.495,0.0,24.75,2021-01-02 03:30:00,2.779523e-12,17.764172,177.01847166817706,3144.586577890132
0.0,0.0,24.67,95.77,2.76,0.0,100.5,0.0,24.67,2021-01-02 04:00:00,6.7838584e-13,17.569124,150.82847482736204,2649.9241769726996
0.0,0.0,24.615,95.805,2.63,0.0,100.53,0.0,24.615,2021-01-02 04:30:00,5.79119e-12,17.569124,148.1114792733727,2602.1889451764573
0.0,0.0,24.56,95.84,2.5,0.0,100.56,0.0,24.56,2021-01-02 05:00:00,9.748845e-12,17.564775,128.43540296293614,2255.9389550770547
0.02,0.055,24.605,95.665,2.5,0.025,100.595,0.02,24.605,2021-01-02 05:30:00,1.7471224e-11,17.564775,132.63034808716688,2329.6222223204495
0.04,0.11,24.65,95.49,2.5,0.05,100.63,0.04,24.65,2021-01-02 06:00:00,5.1754794e-12,17.518614,120.31445602213432,2107.742513671124
0.05,0.415,24.89,94.97,2.65,0.05,100.67,0.05,24.89,2021-01-02 06:30:00,4.916184e-12,16.796785,122.93908687319318,2064.9814103047433
0.06,0.72,25.13,94.45,2.8,0.05,100.71,0.06,25.13,2021-01-02 07:00:00,1.9729942e-11,15.455697,117.47339550161493,1815.6332064318058
0.09,1.115,25.345,93.91,2.87,0.06,100.735,0.09,25.345,2021-01-02 07:30:00,3.8559227e-13,15.295122,145.85343464515202,2230.8460770165707
0.12,1.51,25.56,93.37,2.94,0.07,100.76,0.12,25.56,2021-01-02 08:00:00,3.0703336e-11,16.796803,175.39767338234165,2946.1201664561513
0.14,1.87,25.785,92.445,3.05,0.08,100.755,0.14,25.785,2021-01-02 08:30:00,9.089224e-13,17.025782,176.28431575159354,3001.3783300056375
0.16,2.23,26.01,91.52,3.16,0.09,100.75,0.16,26.01,2021-01-02 09:00:00,3.1091382e-12,17.49521,123.94579748721458,2168.457755655906
0.16,2.48,26.19,90.385,3.295,0.09,100.74,0.16,26.19,2021-01-02 09:30:00,5.7172283e-12,17.519066,161.71016869972397,2833.0111183206736
0.16,2.73,26.37,89.25,3.43,0.09,100.73,0.16,26.37,2021-01-02 10:00:00,1.5966595e-13,17.874523,176.24413278131226,3150.2798050145916
0.17,2.885,26.505,88.36,3.505,0.095,100.7,0.17,26.505,2021-01-02 10:30:00,4.666337e-12,17.861965,213.29519977087992,3809.8713929744704
0.18,3.04,26.64,87.47,3.58,0.1,100.67,0.18,26.64,2021-01-02 11:00:00,2.9220246e-12,17.860615,128.61454397538935,2297.134853344623
0.18,3.08,26.72,86.98,3.555,0.1,100.625,0.18,26.72,2021-01-02 11:30:00,1.706732e-11,17.861477,185.7310456352398,3317.4307997966166
0.18,3.12,26.8,86.49,3.53,0.1,100.58,0.18,26.8,2021-01-02 12:00:00,5.353853e-11,17.861477,177.91830391153513,3177.8836931853693
0.17,3.03,26.82,86.255,3.45,0.095,100.53,0.17,26.82,2021-01-02 12:30:00,8.126998e-12,17.87812,208.74081496180045,3731.893338783167
0.16,2.94,26.84,86.02,3.37,0.09,100.48,0.16,26.84,2021-01-02 13:00:00,2.6710433e-12,18.07004,181.00133645544153,3270.701389802803
0.155,2.715,26.78,86.32,3.235,0.09,100.445,0.155,26.78,2021-01-02 13:30:00,9.580396e-13,18.350176,201.67722296707225,3700.812536636825
0.15,2.49,26.72,86.62,3.1,0.09,100.41,0.15,26.72,2021-01-02 14:00:00,4.3010864e-12,18.35747,269.81601817833905,4953.139459227153
0.13,2.145,26.59,87.49,2.95,0.08,100.41,0.13,26.59,2021-01-02 14:30:00,1.6016084e-11,18.443954,220.83089066098427,4072.994789126687
0.11,1.8,26.46,88.36,2.8,0.07,100.41,0.11,26.46,2021-01-02 15:00:00,1.5502225e-11,18.44455,204.31036883669725,3768.4128135237374
0.095,1.405,26.285,89.44,2.7,0.075,100.425,0.095,26.285,2021-01-02 15:30:00,3.8921093e-12,18.402304,147.44173038991508,2713.2675449206818
0.08,1.01,26.11,90.52,2.6,0.08,100.44,0.08,26.11,2021-01-02 16:00:00,3.5046327e-11,18.130804,152.93649517314682,2772.8616184259113
0.09,0.64,25.875,91.69,2.465,0.09,100.48,0.09,25.875,2021-01-02 16:30:00,5.805711e-12,17.778576,151.73359384754414,2697.6072299708153
0.1,0.27,25.64,92.86,2.33,0.1,100.52,0.1,25.64,2021-01-02 17:00:00,7.906519e-12,18.12309,135.75396563790216,2460.2813371115353
0.05,0.135,25.43,93.375,2.33,0.05,100.555,0.05,25.43,2021-01-02 17:30:00,3.0386624e-12,18.102674,121.73930245784102,2203.806905381325
0.0,0.0,25.22,93.89,2.33,0.0,100.59,0.0,25.22,2021-01-02 18:00:00,1.02201417e-13,18.314835,114.91029296722758,2104.5630554964214
0.0,0.0,25.135,94.045,2.425,0.0,100.62,0.0,25.135,2021-01-02 18:30:00,1.5372809e-12,18.314835,131.70290517662042,2412.116977330246
0.0,0.0,25.05,94.2,2.52,0.0,100.65,0.0,25.05,2021-01-02 19:00:00,3.6899754e-12,17.707304,136.09787020682265,2409.926361504249
0.0,0.0,24.985,94.335,2.6,0.0,100.665,0.0,24.985,2021-01-02 19:30:00,3.0709428e-11,17.707304,126.0515588684995,2232.033272554546
0.0,0.0,24.92,94.47,2.68,0.0,100.68,0.0,24.92,2021-01-02 20:00:00,2.563539e-12,18.564701,141.11760383552613,2619.8061210426335
0.0,0.0,24.87,94.575,2.73,0.0,100.68,0.0,24.87,2021-01-02 20:30:00,7.95799e-12,18.564701,130.53321449565132,2423.3100976795936
0.0,0.0,24.82,94.68,2.78,0.0,100.68,0.0,24.82,2021-01-02 21:00:00,4.963956e-12,18.59349,228.11124416736902,4241.384137312402
0.0,0.0,24.785,94.76,2.73,0.0,100.665,0.0,24.785,2021-01-02 21:30:00,2.465939e-11,18.59349,178.60508788738363,3320.8919155787844
0.0,0.0,24.75,94.84,2.68,0.0,100.65,0.0,24.75,2021-01-02 22:00:00,6.832024e-12,18.587091,170.97236297649292,3177.878869127937
0.0,0.0,24.735,94.93,2.59,0.0,100.625,0.0,24.735,2021-01-02 22:30:00,4.8077636e-12,18.587091,192.0150778307558,3569.0017250114183
0.0,0.0,24.72,95.02,2.5,0.0,100.6,0.0,24.72,2021-01-02 23:00:00,3.524614e-12,18.418396,158.0272483895262,2910.608439628099
0.0,0.0,24.72,95.165,2.42,0.0,100.565,0.0,24.72,2021-01-02 23:30:00,1.4059633e-12,18.418396,163.44683445611227,3010.4285219588905
0.0,0.0,24.72,95.31,2.34,0.0,100.53,0.0,24.72,2021-01-03 00:00:00,1.5215119e-11,18.206694,150.42263833472768,2738.6989468307675
0.0,0.0,24.73,95.395,2.24,0.0,100.5,0.0,24.73,2021-01-03 00:30:00,1.0689321e-11,18.222733,153.14330376657725,2790.6895352745946
0.0,0.0,24.74,95.48,2.14,0.0,100.47,0.0,24.74,2021-01-03 01:00:00,1.3628285e-12,18.233477,160.0324856341395,2917.948646062695
0.0,0.0,24.765,95.535,2.08,0.0,100.435,0.0,24.765,2021-01-03 01:30:00,5.465113e-12,18.31746,133.5739737637298,2446.7359214574403
0.0,0.0,24.79,95.59,2.02,0.0,100.4,0.0,24.79,2021-01-03 02:00:00,4.5115426e-12,18.169558,113.64529910877147,2064.8848535836587
0.0,0.0,24.835,95.505,2.02,0.0,100.395,0.0,24.835,2021-01-03 02:30:00,7.617721e-12,18.169558,114.69661533864884,2083.986804798396
0.0,0.0,24.88,95.42,2.02,0.0,100.39,0.0,24.88,2021-01-03 03:00:00,8.8955085e-12,17.904709,118.51828835217866,2122.035464122794
0.0,0.0,24.89,95.48,2.045,0.0,100.41,0.0,24.89,2021-01-03 03:30:00,3.8871552e-11,17.92696,117.32888220227451,2103.3501780803267
0.0,0.0,24.9,95.54,2.07,0.0,100.43,0.0,24.9,2021-01-03 04:00:00,3.2979352e-11,17.739521,110.4093270280168,1958.6085754057303
0.0,0.0,24.885,95.56,2.11,0.0,100.465,0.0,24.885,2021-01-03 04:30:00,4.1020237e-14,17.807226,116.2617375282455,2070.299035318144
0.0,0.0,24.87,95.58,2.15,0.0,100.5,0.0,24.87,2021-01-03 05:00:00,1.1348828e-12,17.79948,111.49615338939209,1984.5735523312903
0.025,0.055,24.925,95.53,2.18,0.03,100.54,0.025,24.925,2021-01-03 05:30:00,3.887242e-12,17.79948,115.72441528581928,2059.8344153911844
0.05,0.11,24.98,95.48,2.21,0.06,100.58,0.05,24.98,2021-01-03 06:00:00,3.4849998e-12,17.753319,121.73460428463572,2161.1932632034805
0.1,0.405,25.23,95.13,2.345,0.095,100.61,0.1,25.23,2021-01-03 06:30:00,1.5751697e-11,16.984428,178.2691722675858,3027.7999209955997
0.15,0.7,25.48,94.78,2.48,0.13,100.64,0.15,25.48,2021-01-03 07:00:00,6.403355e-13,15.413244,85.37024686089377,1315.8324452071352
0.175,1.095,25.67,94.355,2.54,0.13,100.66,0.175,25.67,2021-01-03 07:30:00,1.0244332e-11,14.841258,130.06599555575704,1930.3429970685113
0.2,1.49,25.86,93.93,2.6,0.13,100.68,0.2,25.86,2021-01-03 08:00:00,2.2477044e-12,16.755484,136.3529517967885,2284.659702183554
0.205,1.845,26.005,93.46,2.615,0.125,100.68,0.205,26.005,2021-01-03 08:30:00,2.275037e-12,16.964281,115.2180269349032,1954.5909851890044
0.21,2.2,26.15,92.99,2.63,0.12,100.68,0.21,26.15,2021-01-03 09:00:00,4.0123715e-13,17.640558,112.36693007708475,1982.2153473067126
0.22,2.47,26.335,92.25,2.585,0.115,100.675,0.22,26.335,2021-01-03 09:30:00,4.5468254e-11,17.640558,102.02831359538733,1799.8363836169797
0.23,2.74,26.52,91.51,2.54,0.11,100.67,0.23,26.52,2021-01-03 10:00:00,7.8100953e-13,17.946678,132.4502626724184,2377.042215197209
0.25,2.9,26.665,90.955,2.51,0.15,100.635,0.25,26.665,2021-01-03 10:30:00,2.5378421e-12,17.711376,126.5338949872716,2241.0893908637618
0.27,3.06,26.81,90.4,2.48,0.19,100.6,0.27,26.81,2021-01-03 11:00:00,3.9537705e-12,17.85934,124.54712136474349,2224.3293864737257
0.365,3.2,26.88,90.155,2.465,0.255,100.565,0.365,26.88,2021-01-03 11:30:00,2.7123677e-11,17.970724,127.86891520816155,2297.8969833818055
0.46,3.34,26.95,89.91,2.45,0.32,100.53,0.46,26.95,2021-01-03 12:00:00,1.9631104e-11,17.941317,187.65939639887904,3366.8567188172633
0.655,3.215,26.98,89.82,2.42,0.46,100.49,0.655,26.98,2021-01-03 12:30:00,1.8650019e-12,18.044357,142.3008729227663,2567.7277524297633
0.85,3.09,27.01,89.73,2.39,0.6,100.45,0.85,27.01,2021-01-03 13:00:00,5.442125e-12,18.289677,165.76911397544802,3031.863551186228
0.79,2.85,26.96,89.95,2.33,0.55,100.42,0.79,26.96,2021-01-03 13:30:00,2.9650365e-11,18.340528,163.98619160510503,3007.5933387419313
0.73,2.61,26.91,90.17,2.27,0.5,100.39,0.73,26.91,2021-01-03 14:00:00,1.1591733e-11,18.425386,159.54026413171604,2939.5909491669736
0.51,2.275,26.805,90.455,2.235,0.35,100.385,0.51,26.805,2021-01-03 14:30:00,2.88524e-12,18.210653,153.07354075193913,2787.569134114481
0.29,1.94,26.7,90.74,2.2,0.2,100.38,0.29,26.7,2021-01-03 15:00:00,1.1874344e-11,18.281551,162.21670918629624,2965.573042039517
0.21,1.535,26.485,91.44,2.24,0.155,100.4,0.21,26.485,2021-01-03 15:30:00,2.0349868e-11,18.310942,176.27402735151367,3227.7434909363933
0.13,1.13,26.27,92.14,2.28,0.11,100.42,0.13,26.27,2021-01-03 16:00:00,2.2281038e-12,18.404285,112.79873442192431,2075.980055940154
0.12,0.73,25.985,92.865,2.385,0.115,100.45,0.12,25.985,2021-01-03 16:30:00,3.6270975e-12,18.186186,118.13548222259851,2148.4338528994413
0.11,0.33,25.7,93.59,2.49,0.12,100.48,0.11,25.7,2021-01-03 17:00:00,9.27359e-12,18.348557,115.9284050518009,2127.1189480109815
0.055,0.165,25.455,93.985,2.6,0.06,100.505,0.055,25.455,2021-01-03 17:30:00,3.662463e-11,18.149302,102.6576435319756,1863.1645750664118
0.0,0.0,25.21,94.38,2.71,0.0,100.53,0.0,25.21,2021-01-03 18:00:00,1.5881598e-11,18.160042,92.39499278988454,1677.8969496525333
0.0,0.0,25.09,94.535,2.785,0.0,100.555,0.0,25.09,2021-01-03 18:30:00,7.381897e-12,18.160042,102.4955019938298,1861.3226210182763
0.0,0.0,24.97,94.69,2.86,0.0,100.58,0.0,24.97,2021-01-03 19:00:00,4.7331626e-12,17.96001,179.4022961472914,3222.067032827466
0.0,0.0,24.9,94.87,2.955,0.0,100.62,0.0,24.9,2021-01-03 19:30:00,1.7102732e-12,17.96001,192.77485924247026,3462.238399743029
0.0,0.0,24.83,95.05,3.05,0.0,100.66,0.0,24.83,2021-01-03 20:00:00,2.811413e-12,18.682138,233.16297668118094,4355.9829068479485
0.0,0.0,24.8,95.19,3.15,0.0,100.68,0.0,24.8,2021-01-03 20:30:00,2.3438814e-12,18.682138,210.36383344672433,3930.046166660226
0.0,0.0,24.77,95.33,3.25,0.0,100.7,0.0,24.77,2021-01-03 21:00:00,5.286873e-13,18.710926,186.45676074386068,3488.7786524779835
0.0,0.0,24.74,95.465,3.175,0.0,100.69,0.0,24.74,2021-01-03 21:30:00,6.816014e-12,18.710926,274.51910742392624,5136.506704593263
0.0,0.0,24.71,95.6,3.1,0.0,100.68,0.0,24.71,2021-01-03 22:00:00,5.501509e-12,18.535833,140.48443926348511,2603.99610528583
0.0,0.0,24.685,95.675,2.96,0.0,100.66,0.0,24.685,2021-01-03 22:30:00,2.1240407e-12,18.535833,152.50277428148723,2826.7659561180185
0.0,0.0,24.66,95.75,2.82,0.0,100.64,0.0,24.66,2021-01-03 23:00:00,1.8476888e-11,18.500757,160.41758423682333,2967.8467444895346
0.0,0.0,24.65,95.605,2.775,0.0,100.615,0.0,24.65,2021-01-03 23:30:00,5.8496914e-13,18.500757,168.2548295856126,3112.841716239731
0.0,0.0,24.64,95.46,2.73,0.0,100.59,0.0,24.64,2021-01-04 00:00:00,5.098469e-12,18.327347,131.21698603748166,2404.859235402412
0.0,0.0,24.61,95.455,2.66,0.0,100.565,0.0,24.61,2021-01-04 00:30:00,2.2028062e-11,18.327347,121.50508174360128,2226.865795375669
0.0,0.0,24.58,95.45,2.59,0.0,100.54,0.0,24.58,2021-01-04 01:00:00,6.779086e-13,18.33809,107.3392526159511,1968.396875003974
0.0,0.0,24.54,95.42,2.445,0.0,100.515,0.0,24.54,2021-01-04 01:30:00,2.4468424e-11,18.2931,106.72294158475506,1952.2934427014716
0.0,0.0,24.5,95.39,2.3,0.0,100.49,0.0,24.5,2021-01-04 02:00:00,7.4266236e-12,18.301422,90.7851306451591,1661.4969872615147
0.0,0.0,24.465,95.355,2.14,0.0,100.485,0.0,24.465,2021-01-04 02:30:00,3.9552392e-13,18.169737,95.84655974940637,1741.5067830014618
0.0,0.0,24.43,95.32,1.98,0.0,100.48,0.0,24.43,2021-01-04 03:00:00,2.5849968e-11,17.697815,88.47309695941247,1565.7805024624574
0.0,0.0,24.4,95.3,1.935,0.0,100.495,0.0,24.4,2021-01-04 03:30:00,5.7460456e-12,17.697815,90.98996679746577,1610.3235992371688
0.0,0.0,24.37,95.28,1.89,0.0,100.51,0.0,24.37,2021-01-04 04:00:00,2.8437936e-12,17.490738,89.64591069056725,1567.973136659856
0.0,0.0,24.335,95.255,1.895,0.0,100.545,0.0,24.335,2021-01-04 04:30:00,4.911817e-12,17.490738,89.87145062320714,1571.9179965300114
0.0,0.0,24.3,95.23,1.9,0.0,100.58,0.0,24.3,2021-01-04 05:00:00,2.5128065e-11,17.615723,108.8720430818118,1917.859753370527
0.03,0.05,24.375,95.12,1.9,0.04,100.615,0.03,24.375,2021-01-04 05:30:00,1.0263038e-13,17.615723,115.13913206837135,2028.259056976835
0.06,0.1,24.45,95.01,1.9,0.08,100.65,0.06,24.45,2021-01-04 06:00:00,4.2495096e-12,17.569561,116.29658216375327,2043.2798944170809
0.245,0.4,24.775,94.255,2.08,0.24,100.69,0.245,24.775,2021-01-04 06:30:00,5.982434e-12,16.832699,100.12509381834029,1685.3755665902838
0.43,0.7,25.1,93.5,2.26,0.4,100.73,0.43,25.1,2021-01-04 07:00:00,1.6834473e-11,15.560873,64.05535446397224,996.7572357827768
0.67,1.1,25.39,92.3,2.355,0.56,100.755,0.67,25.39,2021-01-04 07:30:00,1.1443794e-12,15.034364,82.53176134881444,1240.8125416791129
0.91,1.5,25.68,91.1,2.45,0.72,100.78,0.91,25.68,2021-01-04 08:00:00,2.95181e-11,16.806469,116.87624109460542,1964.276922789562
1.095,1.865,26.005,89.38,2.55,0.85,100.78,1.095,26.005,2021-01-04 08:30:00,5.320999e-12,17.283703,115.45662074860657,1995.517942401939
1.28,2.23,26.33,87.66,2.65,0.98,100.78,1.28,26.33,2021-01-04 09:00:00,1.5065066e-12,17.792688,141.64627264411365,2520.2679355194355
1.325,2.505,26.65,86.195,2.705,0.98,100.755,1.325,26.65,2021-01-04 09:30:00,1.2173361e-11,17.761248,156.78179615332834,2784.6403633628024
1.37,2.78,26.97,84.73,2.76,0.98,100.73,1.37,26.97,2021-01-04 10:00:00,8.128916e-13,18.04718,147.41664072340367,2660.4546501304767
1.62,2.93,27.245,83.51,2.73,1.175,100.69,1.62,27.245,2021-01-04 10:30:00,1.0325501e-12,18.045486,140.01112169805944,2526.568736446483
1.87,3.08,27.52,82.29,2.7,1.37,100.65,1.87,27.52,2021-01-04 11:00:00,6.4717992e-12,18.03787,192.83595766227486,3478.34993563637
1.9,3.12,27.675,81.47,2.61,1.38,100.605,1.9,27.675,2021-01-04 11:30:00,1.0918376e-11,17.920181,134.52201493014823,2410.65885603149
1.93,3.16,27.83,80.65,2.52,1.39,100.56,1.93,27.83,2021-01-04 12:00:00,7.698391e-12,17.920181,101.34949131713766,1816.201228660255
1.77,3.045,27.855,80.33,2.425,1.205,100.515,1.77,27.855,2021-01-04 12:30:00,1.5923235e-12,18.03787,79.47890061916456,1433.6300771112835
1.61,2.93,27.88,80.01,2.33,1.02,100.47,1.61,27.88,2021-01-04 13:00:00,5.839982e-13,18.116535,106.66933374156541,1932.4787181556885
1.405,2.685,27.775,80.52,2.2,0.97,100.44,1.405,27.775,2021-01-04 13:30:00,7.916871e-12,17.941233,115.55616722269437,2073.220120728408
1.2,2.44,27.67,81.03,2.07,0.92,100.41,1.2,27.67,2021-01-04 14:00:00,9.155939e-12,18.539103,136.21159709960287,2525.2408284227918
1.1,2.105,27.465,82.51,1.945,0.86,100.405,1.1,27.465,2021-01-04 14:30:00,2.8570196e-13,18.678963,119.22729606386211,2227.042251766892
1.0,1.77,27.26,83.99,1.82,0.8,100.4,1.0,27.26,2021-01-04 15:00:00,4.9816358e-12,18.910627,207.08870925171775,3916.177336569652
