nwp_globalirrad,nwp_directirrad,nwp_temperature,nwp_humidity,nwp_windspeed,lmd_diffuseirrad,lmd_pressure,lmd_totalirrad,lmd_temperature,date_time,predicted_pv,predicted_load,demand,predicted_USEP,predicted_cost
1.8,2.72,28.18,82.19,1.97,1.0,100.9,1.8,28.18,2021-08-04 10:00:00,1.23612206e-11,18.568447,6596.552,68.30886240694356,1268.3894912327796
2.0,2.865,28.4,81.27,2.015,0.98,100.865,2.0,28.4,2021-08-04 10:30:00,9.112141e-12,18.568447,6593.833,68.20506704704005,1266.462172593788
2.2,3.01,28.62,80.35,2.06,0.96,100.83,2.2,28.62,2021-08-04 11:00:00,5.2153674e-11,18.586006,6589.296,68.63342010591516,1275.6211578854804
2.15,3.065,28.77,79.81,2.145,1.135,100.8,2.15,28.77,2021-08-04 11:30:00,5.5158796e-13,18.45012,6564.411,64.35289753554277,1187.3186818784327
2.1,3.12,28.92,79.27,2.23,1.31,100.77,2.1,28.92,2021-08-04 12:00:00,4.0033816e-13,18.308176,6519.676,67.86561980752964,1242.4957117853114
2.045,3.045,28.97,79.035,2.3,1.36,100.74,2.045,28.97,2021-08-04 12:30:00,2.7760937e-13,18.179106,6503.334,65.95803437856566,1199.0580985195709
1.99,2.97,29.02,78.8,2.37,1.41,100.71,1.99,29.02,2021-08-04 13:00:00,8.602976e-13,18.090075,6566.284,64.7675945965756,1171.6506438215918
1.79,2.745,28.95,78.925,2.37,1.305,100.685,1.79,28.95,2021-08-04 13:30:00,5.727368e-12,18.148624,6564.381,67.36585760606538,1222.5976201296348
1.59,2.52,28.88,79.05,2.37,1.2,100.66,1.59,28.88,2021-08-04 14:00:00,1.5374195e-11,18.16115,6535.943,65.69437645899764,1193.085425027315
1.33,2.195,28.745,79.685,2.345,1.035,100.65,1.33,28.745,2021-08-04 14:30:00,3.9732613e-11,18.296946,6563.069,68.45989428245221,1252.6069888490165
1.07,1.87,28.61,80.32,2.32,0.87,100.64,1.07,28.61,2021-08-04 15:00:00,4.9027475e-12,18.290129,6560.624,68.62937500380379,1255.2401220086103
0.805,1.48,28.415,81.76,2.225,0.68,100.645,0.805,28.415,2021-08-04 15:30:00,1.4120316e-12,18.144495,6585.677,67.23715127815969,1219.9841551807172
0.54,1.09,28.22,83.2,2.13,0.49,100.65,0.54,28.22,2021-08-04 16:00:00,5.4253767e-12,18.339188,6570.593,66.12892054438394,1212.7507061001609
0.365,0.725,27.925,85.02,1.995,0.34,100.675,0.365,27.925,2021-08-04 16:30:00,1.04248875e-11,18.626593,6570.971,66.8586303334688,1245.3484957582807
0.19,0.36,27.63,86.84,1.86,0.19,100.7,0.19,27.63,2021-08-04 17:00:00,1.5290587e-11,18.918049,6506.997,68.33197993468028,1292.7077446702533
0.095,0.18,27.26,88.28,1.755,0.095,100.735,0.095,27.26,2021-08-04 17:30:00,3.3598122e-12,18.934906,6425.971,62.749367864378605,1188.1533820712189
0.0,0.0,26.89,89.72,1.65,0.0,100.77,0.0,26.89,2021-08-04 18:00:00,1.8289896e-11,18.6759,6369.448,62.13957228098465,1160.5124379613046
0.0,0.0,26.805,89.755,1.68,0.0,100.81,0.0,26.805,2021-08-04 18:30:00,4.87562e-12,18.6759,6364.403,62.38001483579771,1165.0029190715702
0.0,0.0,26.72,89.79,1.71,0.0,100.85,0.0,26.72,2021-08-04 19:00:00,4.9076216e-12,17.005095,6377.867,62.37548705242175,1060.7010829973958
0.0,0.0,26.68,89.74,1.735,0.0,100.885,0.0,26.68,2021-08-04 19:30:00,3.5492373e-12,17.005095,6357.221,61.53407443317507,1046.3927814729948
0.0,0.0,26.64,89.69,1.76,0.0,100.92,0.0,26.64,2021-08-04 20:00:00,3.8882637e-13,19.197874,6317.819,61.80861202362347,1186.5939457443844
0.0,0.0,26.6,89.71,1.775,0.0,100.935,0.0,26.6,2021-08-04 20:30:00,5.4688146e-12,19.255869,6280.003,61.957710203606055,1193.0495512202629
0.0,0.0,26.56,89.73,1.79,0.0,100.95,0.0,26.56,2021-08-04 21:00:00,1.916643e-12,19.335106,6220.596,60.33354802214476,1166.5555463641438
0.0,0.0,26.505,89.82,1.76,0.0,100.955,0.0,26.505,2021-08-04 21:30:00,1.2079036e-12,19.335106,6108.269,60.334285624668865,1166.5698079871759
0.0,0.0,26.45,89.91,1.73,0.0,100.96,0.0,26.45,2021-08-04 22:00:00,2.052781e-13,19.3414,5970.342,56.91662527729069,1100.8472161381785
0.0,0.0,26.395,90.0,1.705,0.0,100.945,0.0,26.395,2021-08-04 22:30:00,3.7198456e-12,19.3414,5846.887,58.07768278192632,1123.3036937581337
0.0,0.0,26.34,90.09,1.68,0.0,100.93,0.0,26.34,2021-08-04 23:00:00,7.52376e-12,19.306324,5726.663,56.42337731263746,1089.3280035716036
0.0,0.0,26.265,90.34,1.68,0.0,100.885,0.0,26.265,2021-08-04 23:30:00,2.7543823e-11,19.254436,5597.383,55.58154893808446,1070.191376807684
0.0,0.0,26.19,90.59,1.68,0.0,100.84,0.0,26.19,2021-08-05 00:00:00,6.9841763e-12,19.294794,5485.265,58.009845559400915,1119.2880200400502
0.0,0.0,26.125,90.905,1.765,0.0,100.805,0.0,26.125,2021-08-05 00:30:00,1.5288216e-12,19.577477,5374.155,56.45182373396282,1105.184280759625
0.0,0.0,26.06,91.22,1.85,0.0,100.77,0.0,26.06,2021-08-05 01:00:00,1.8705022e-12,19.440578,5299.019,55.22608404235752,1073.6269944599035
0.0,0.0,26.04,91.47,2.005,0.0,100.745,0.0,26.04,2021-08-05 01:30:00,3.9841724e-12,19.548483,5237.51,53.98561474514321,1055.3368720897663
0.0,0.0,26.02,91.72,2.16,0.0,100.72,0.0,26.02,2021-08-05 02:00:00,1.5587282e-12,19.482792,5178.268,51.25643081605588,998.618380251527
0.0,0.0,26.015,91.885,2.325,0.0,100.72,0.0,26.015,2021-08-05 02:30:00,1.5258305e-11,19.482792,5150.187,47.63761301070285,928.1137056632905
0.0,0.0,26.01,92.05,2.49,0.0,100.72,0.0,26.01,2021-08-05 03:00:00,3.9408112e-13,19.45215,5115.979,47.92000285044209,932.1470834472082
0.0,0.0,26.0,92.205,2.57,0.0,100.72,0.0,26.0,2021-08-05 03:30:00,1.7653653e-11,19.45215,5103.539,47.73595915085485,928.5670377954585
0.0,0.0,25.99,92.36,2.65,0.0,100.72,0.0,25.99,2021-08-05 04:00:00,2.267149e-12,18.869827,5107.977,46.1348011968084,870.5557172630629
0.0,0.0,25.985,92.33,2.665,0.0,100.74,0.0,25.985,2021-08-05 04:30:00,1.1740571e-11,18.869827,5149.318,47.2732789134071,892.0385948181848
0.0,0.0,25.98,92.3,2.68,0.0,100.76,0.0,25.98,2021-08-05 05:00:00,3.5019262e-11,18.909262,5223.569,52.68975334200163,996.3243506574391
0.06,0.065,26.085,92.105,2.73,0.06,100.79,0.06,26.085,2021-08-05 05:30:00,1.851437e-13,18.980875,5352.113,56.32403012762912,1069.0793753487521
0.12,0.13,26.19,91.91,2.78,0.12,100.82,0.12,26.19,2021-08-05 06:00:00,8.405761e-12,18.949873,5518.464,57.220363811883864,1084.318627248514
0.39,0.46,26.51,91.32,2.945,0.29,100.86,0.39,26.51,2021-08-05 06:30:00,8.833273e-12,18.84321,5679.89,58.38971414698695,1100.2496455111302
0.66,0.79,26.83,90.73,3.11,0.46,100.9,0.66,26.83,2021-08-05 07:00:00,2.5231803e-11,16.362017,5902.422,57.33281399904444,938.0804773087566
1.025,1.225,27.075,89.995,3.22,0.67,100.93,1.025,27.075,2021-08-05 07:30:00,1.8751693e-10,16.297455,6140.236,60.99345524914611,994.0380922060352
1.39,1.66,27.32,89.26,3.33,0.88,100.96,1.39,27.32,2021-08-05 08:00:00,2.7797883e-12,18.61474,6327.829,60.704742318447366,1130.0029950247263
1.84,2.035,27.48,88.655,3.415,0.925,100.965,1.84,27.48,2021-08-05 08:30:00,8.324978e-12,18.696081,6446.701,63.857239177997734,1193.8801161076874
2.29,2.41,27.64,88.05,3.5,0.97,100.97,2.29,27.64,2021-08-05 09:00:00,1.8663114e-12,19.28057,6529.233,60.27650964111664,1162.165463491112
2.525,2.685,27.73,87.345,3.555,0.985,100.96,2.525,27.73,2021-08-05 09:30:00,1.4979138e-12,19.110992,6609.25,70.92346927345379,1355.4178538971148
2.76,2.96,27.82,86.64,3.61,1.0,100.95,2.76,27.82,2021-08-05 10:00:00,7.825966e-12,19.18781,6643.568,68.77012418014627,1319.548076444514
2.82,3.12,27.85,86.11,3.615,1.05,100.925,2.82,27.85,2021-08-05 10:30:00,3.411776e-13,19.111937,6655.61,69.46170727796292,1327.5477734088452
2.88,3.28,27.88,85.58,3.62,1.1,100.9,2.88,27.88,2021-08-05 11:00:00,5.450072e-12,19.111937,6658.562,69.65255266321573,1331.1951983881818
2.65,3.26,27.885,85.215,3.55,1.36,100.87,2.65,27.885,2021-08-05 11:30:00,1.0747176e-11,19.03135,6635.994,68.9297762237641,1311.826696735392
2.42,3.24,27.89,84.85,3.48,1.62,100.84,2.42,27.89,2021-08-05 12:00:00,5.2347887e-12,18.91144,6606.551,116.85288944777801,2209.8564076176754
2.395,3.13,27.795,85.065,3.32,1.47,100.815,2.395,27.795,2021-08-05 12:30:00,3.1660612e-12,18.91144,6635.353,57.85182840564412,1094.0613817834512
2.37,3.02,27.7,85.28,3.16,1.32,100.79,2.37,27.7,2021-08-05 13:00:00,1.7460299e-11,18.85536,6681.822,70.19208888156278,1323.497105012638
2.205,2.79,27.585,85.84,2.985,1.185,100.77,2.205,27.585,2021-08-05 13:30:00,1.656046e-11,18.85536,6703.501,68.78953750966143,1297.0514939770308
2.04,2.56,27.47,86.4,2.81,1.05,100.75,2.04,27.47,2021-08-05 14:00:00,4.404495e-12,19.03101,6677.921,70.40036705770191,1339.7900894784855
1.77,2.23,27.385,86.87,2.66,0.93,100.745,1.77,27.385,2021-08-05 14:30:00,2.0087972e-12,19.191261,6684.69,78.27184520869707,1502.135410351548
1.5,1.9,27.3,87.34,2.51,0.81,100.74,1.5,27.3,2021-08-05 15:00:00,2.2125078e-11,19.173697,6715.31,99.79968813736248,1913.5289810380743
1.135,1.505,27.21,87.845,2.425,0.66,100.735,1.135,27.21,2021-08-05 15:30:00,1.3431797e-12,19.484798,6739.39,79.80204752532244,1554.9267760172006
0.77,1.11,27.12,88.35,2.34,0.51,100.73,0.77,27.12,2021-08-05 16:00:00,1.601135e-11,19.619638,6718.247,71.18502439566109,1396.6244096628993
0.5,0.735,26.945,89.245,2.24,0.345,100.73,0.5,26.945,2021-08-05 16:30:00,4.786424e-13,19.853228,6700.638,69.12404923692925,1372.3355097839494
0.23,0.36,26.77,90.14,2.14,0.18,100.73,0.23,26.77,2021-08-05 17:00:00,3.04231e-12,19.777695,6665.64,70.65026830805101,1397.2994582645842
0.115,0.18,26.585,90.41,2.16,0.09,100.74,0.115,26.585,2021-08-05 17:30:00,9.019665e-12,19.899612,6571.612,69.15559731768235,1376.1695542494958
0.0,0.0,26.4,90.68,2.18,0.0,100.75,0.0,26.4,2021-08-05 18:00:00,4.747919e-12,19.929564,6503.886,64.81715221223428,1291.7775833111568
0.0,0.0,26.375,90.625,2.15,0.0,100.77,0.0,26.375,2021-08-05 18:30:00,1.9572741e-11,19.65002,6490.05,66.08480715578251,1298.5677823059762
0.0,0.0,26.35,90.57,2.12,0.0,100.79,0.0,26.35,2021-08-05 19:00:00,3.3519795e-11,17.398806,6485.572,66.86846218573311,1163.431401085665
0.0,0.0,26.345,90.495,2.095,0.0,100.81,0.0,26.345,2021-08-05 19:30:00,6.8552455e-12,17.398806,6468.967,67.48307694341962,1174.1249640211681
0.0,0.0,26.34,90.42,2.07,0.0,100.83,0.0,26.34,2021-08-05 20:00:00,6.1713243e-12,19.05906,6441.388,66.64366987629523,1270.1657027920921
0.0,0.0,26.34,90.415,2.06,0.0,100.845,0.0,26.34,2021-08-05 20:30:00,1.5549222e-11,19.034395,6392.076,64.17885236701328,1221.6056265994177
0.0,0.0,26.34,90.41,2.05,0.0,100.86,0.0,26.34,2021-08-05 21:00:00,3.7492713e-12,19.026085,6329.663,64.753057954211,1231.9971846465019
0.0,0.0,26.32,90.52,2.04,0.0,100.865,0.0,26.32,2021-08-05 21:30:00,1.1408053e-12,19.015896,6221.675,63.30163729573574,1203.73735144536
0.0,0.0,26.3,90.63,2.03,0.0,100.87,0.0,26.3,2021-08-05 22:00:00,1.3629202e-11,18.967934,6099.04,61.312674279008064,1162.974759086887
0.0,0.0,26.25,90.865,2.055,0.0,100.86,0.0,26.25,2021-08-05 22:30:00,7.3095e-13,18.920712,5983.318,59.87085132154408,1132.7991350497111
0.0,0.0,26.2,91.1,2.08,0.0,100.85,0.0,26.2,2021-08-05 23:00:00,7.552156e-12,18.762104,5854.471,60.312054210964384,1131.5810335592962
0.0,0.0,26.16,91.295,2.095,0.0,100.825,0.0,26.16,2021-08-05 23:30:00,1.1535799e-11,18.762104,5716.837,57.705372112071636,1082.674192924722
0.0,0.0,26.12,91.49,2.11,0.0,100.8,0.0,26.12,2021-08-06 00:00:00,3.7471476e-12,18.923903,5588.979,61.17492982271011,1157.668437996544
0.0,0.0,26.075,91.62,2.12,0.0,100.78,0.0,26.075,2021-08-06 00:30:00,1.5624637e-12,18.922394,5491.283,59.08138039930707,1117.9611579794735
0.0,0.0,26.03,91.75,2.13,0.0,100.76,0.0,26.03,2021-08-06 01:00:00,1.096249e-11,18.915712,5425.013,58.95561338653945,1115.1874036024785
0.0,0.0,25.995,91.785,2.15,0.0,100.745,0.0,25.995,2021-08-06 01:30:00,3.5740922e-13,18.919966,5366.899,58.69375578737245,1110.483863909369
0.0,0.0,25.96,91.82,2.17,0.0,100.73,0.0,25.96,2021-08-06 02:00:00,4.9101214e-12,18.908455,5296.037,57.399450685678254,1085.3349303145847
0.0,0.0,25.925,91.745,2.16,0.0,100.725,0.0,25.925,2021-08-06 02:30:00,2.1823605e-11,18.908455,5255.477,56.51598812292086,1068.6300182015502
0.0,0.0,25.89,91.67,2.15,0.0,100.72,0.0,25.89,2021-08-06 03:00:00,1.6057555e-12,18.60524,5221.353,56.04709659120946,1042.7696833825437
0.0,0.0,25.87,91.5,2.105,0.0,100.73,0.0,25.87,2021-08-06 03:30:00,9.8706494e-12,18.60524,5195.156,56.26534487503287,1046.8302450822011
0.0,0.0,25.85,91.33,2.06,0.0,100.74,0.0,25.85,2021-08-06 04:00:00,3.3463797e-13,18.415295,5198.804,56.184993493139366,1034.663229749223
0.0,0.0,25.835,91.255,2.03,0.0,100.75,0.0,25.835,2021-08-06 04:30:00,7.979085e-12,18.42175,5231.68,56.41613204574883,1039.2838805133233
0.0,0.0,25.82,91.18,2.0,0.0,100.76,0.0,25.82,2021-08-06 05:00:00,6.0156936e-13,18.45473,5302.329,57.93587298127647,1069.1908931837177
0.05,0.06,25.965,91.075,2.03,0.06,100.775,0.05,25.965,2021-08-06 05:30:00,1.8766226e-13,18.74676,5433.11,58.65811369697331,1099.6495795298601
0.1,0.12,26.11,90.97,2.06,0.12,100.79,0.1,26.11,2021-08-06 06:00:00,2.4747114e-12,18.987959,5601.314,60.39514610972691,1146.7805581303544
0.34,0.45,26.57,90.415,2.26,0.29,100.82,0.34,26.57,2021-08-06 06:30:00,5.661441e-12,18.927013,5786.049,63.319047754890924,1198.4404400040826
0.58,0.78,27.03,89.86,2.46,0.46,100.85,0.58,27.03,2021-08-06 07:00:00,1.453735e-11,16.128393,5981.494,61.10220965750893,985.4804505238111
0.905,1.14,27.255,89.485,2.605,0.585,100.87,0.905,27.255,2021-08-06 07:30:00,4.2365694e-12,16.073475,6208.996,66.08316525246178,1062.1861046060333
1.23,1.5,27.48,89.11,2.75,0.71,100.89,1.23,27.48,2021-08-06 08:00:00,2.2544078e-11,18.458658,6409.903,67.32553276905615,1242.7389840502826
1.505,1.845,27.72,88.48,2.85,0.825,100.885,1.505,27.72,2021-08-06 08:30:00,1.0623567e-11,18.631788,6541.479,69.00424716518344,1285.6725042805658
1.78,2.19,27.96,87.85,2.95,0.94,100.88,1.78,27.96,2021-08-06 09:00:00,1.7527533e-11,18.799843,6608.132,71.78671208898456,1349.5789167578532
1.925,2.455,28.135,87.015,3.015,1.015,100.865,1.925,28.135,2021-08-06 09:30:00,1.3368591e-12,18.856903,6678.318,108.32134294598542,2042.6050567620366
2.07,2.72,28.31,86.18,3.08,1.09,100.85,2.07,28.31,2021-08-06 10:00:00,3.3482904e-12,18.740377,6709.555,78.7686212942895,1476.1536588249496
2.095,2.92,28.565,84.925,3.14,1.12,100.83,2.095,28.565,2021-08-06 10:30:00,4.6399755e-13,18.757936,6727.342,81.29493990469086,1524.9252798559996
2.12,3.12,28.82,83.67,3.2,1.15,100.81,2.12,28.82,2021-08-06 11:00:00,7.535695e-12,18.757936,6699.182,77.8809641594852,1460.8861413213303
1.815,3.205,28.875,83.1,3.225,0.955,100.775,1.815,28.875,2021-08-06 11:30:00,1.0008258e-12,18.78956,6664.502,82.2562453187925,1545.5586567920884
1.51,3.29,28.93,82.53,3.25,0.76,100.74,1.51,28.93,2021-08-06 12:00:00,8.130614e-11,19.000523,6639.806,70.50780765348966,1339.6852209939736
1.35,3.185,28.855,82.72,3.25,0.66,100.705,1.35,28.855,2021-08-06 12:30:00,1.659157e-11,19.074467,6653.14,72.22486949589526,1377.6508897775625
1.19,3.08,28.78,82.91,3.25,0.56,100.67,1.19,28.78,2021-08-06 13:00:00,2.5309971e-12,19.169859,6700.251,78.64294697798883,1507.574204912323
1.2,2.855,28.695,83.355,3.215,0.595,100.64,1.2,28.695,2021-08-06 13:30:00,3.8204123e-12,19.169859,6750.831,86.62736759261644,1660.6344222912956
1.21,2.63,28.61,83.8,3.18,0.63,100.61,1.21,28.61,2021-08-06 14:00:00,1.0472133e-12,19.196857,6785.208,166.46535589904855,3195.6116326479673
0.79,2.3,28.505,84.445,3.12,0.42,100.595,0.79,28.505,2021-08-06 14:30:00,8.134007e-12,19.18663,6799.651,172.28921400598227,3305.6494021221984
0.37,1.97,28.4,85.09,3.06,0.21,100.58,0.37,28.4,2021-08-06 15:00:00,1.3909524e-11,19.137989,6818.109,231.7476618333898,4435.18420293991
0.29,1.575,28.23,85.835,2.945,0.17,100.575,0.29,28.23,2021-08-06 15:30:00,1.2548914e-11,19.188711,6810.923,183.30715545051976,3517.4280301697986
0.21,1.18,28.06,86.58,2.83,0.13,100.57,0.21,28.06,2021-08-06 16:00:00,7.817804e-12,19.24389,6765.03,175.87677832935827,3384.553375723179
0.14,0.79,27.78,87.815,2.645,0.095,100.585,0.14,27.78,2021-08-06 16:30:00,1.8429787e-12,19.301445,6719.738,175.02849131723926,3378.3027985923486
0.07,0.4,27.5,89.05,2.46,0.06,100.6,0.07,27.5,2021-08-06 17:00:00,5.818274e-11,19.412443,6681.757,178.65303123659837,3468.0917856472906
0.035,0.2,27.21,89.725,2.37,0.03,100.63,0.035,27.21,2021-08-06 17:30:00,3.8331855e-12,19.418142,6614.3,110.3679869429293,2143.1412427115242
0.0,0.0,26.92,90.4,2.28,0.0,100.66,0.0,26.92,2021-08-06 18:00:00,1.3795342e-13,19.423084,6543.875,72.68269931544178,1411.722174150558
0.0,0.0,26.81,90.48,2.27,0.0,100.695,0.0,26.81,2021-08-06 18:30:00,1.3545565e-12,19.423084,6525.446,70.7231752339419,1373.6621733154775
0.0,0.0,26.7,90.56,2.26,0.0,100.73,0.0,26.7,2021-08-06 19:00:00,9.129498e-13,16.997826,6515.128,72.49988014494713,1232.3403477246
0.0,0.0,26.62,90.59,2.215,0.0,100.77,0.0,26.62,2021-08-06 19:30:00,1.1397027e-12,16.765333,6514.671,72.24994601018105,1211.294404092624
0.0,0.0,26.54,90.62,2.17,0.0,100.81,0.0,26.54,2021-08-06 20:00:00,2.952946e-12,18.937284,6489.707,72.10618082163388,1365.4952243744212
0.0,0.0,26.48,90.595,2.1,0.0,100.83,0.0,26.48,2021-08-06 20:30:00,6.353806e-12,19.044132,6452.024,71.0586467732594,1353.2502488908747
0.0,0.0,26.42,90.57,2.03,0.0,100.85,0.0,26.42,2021-08-06 21:00:00,1.4619321e-11,19.041801,6391.003,66.7782262414344,1271.5776952213955
0.0,0.0,26.365,90.52,1.95,0.0,100.855,0.0,26.365,2021-08-06 21:30:00,1.3283341e-12,19.041801,6278.715,65.23263595640971,1242.1468725873117
0.0,0.0,26.31,90.47,1.87,0.0,100.86,0.0,26.31,2021-08-06 22:00:00,1.3096355e-11,18.93196,6143.462,62.870068771637825,1190.2536271810732
0.0,0.0,26.255,90.45,1.835,0.0,100.845,0.0,26.255,2021-08-06 22:30:00,5.704364e-12,18.95803,6019.684,61.60635716742217,1167.935167370353
0.0,0.0,26.2,90.43,1.8,0.0,100.83,0.0,26.2,2021-08-06 23:00:00,2.0788423e-12,18.902893,5895.205,61.93973642817972,1170.8402101499546
0.0,0.0,26.145,90.535,1.79,0.0,100.8,0.0,26.145,2021-08-06 23:30:00,3.463371e-12,18.87192,5688.99,59.34208289002166,1119.899040933652
0.0,0.0,26.09,90.64,1.78,0.0,100.77,0.0,26.09,2021-08-07 00:00:00,1.4498105e-12,18.365494,5515.935,59.71214911979042,1096.6431163865298
0.0,0.0,26.04,90.81,1.77,0.0,100.74,0.0,26.04,2021-08-07 00:30:00,7.882318e-13,18.283989,5417.842,58.781884811243934,1074.7673352880047
0.0,0.0,25.99,90.98,1.76,0.0,100.71,0.0,25.99,2021-08-07 01:00:00,1.3790227e-11,18.026592,5453.626,58.93573561371092,1062.4104601274234
0.0,0.0,25.95,91.085,1.76,0.0,100.69,0.0,25.95,2021-08-07 01:30:00,4.7484576e-14,17.823889,5378.191,58.69988621888379,1046.2602562780116
0.0,0.0,25.91,91.19,1.76,0.0,100.67,0.0,25.91,2021-08-07 02:00:00,1.7897343e-12,17.823889,5324.769,58.29850562161321,1039.1060930654055
0.0,0.0,25.885,91.32,1.765,0.0,100.665,0.0,25.885,2021-08-07 02:30:00,1.88486e-12,17.823889,5268.757,57.58488228785639,1026.3865499767098
0.0,0.0,25.86,91.45,1.77,0.0,100.66,0.0,25.86,2021-08-07 03:00:00,8.1708707e-13,17.168114,5234.305,57.225373577196805,982.4517372658557
0.0,0.0,25.845,91.635,1.775,0.0,100.67,0.0,25.845,2021-08-07 03:30:00,1.9349067e-11,17.168114,5206.289,56.863629692406,976.2412770119109
0.0,0.0,25.83,91.82,1.78,0.0,100.68,0.0,25.83,2021-08-07 04:00:00,4.1689173e-11,17.115963,5200.568,56.55837015117631,968.0509708454804
0.0,0.0,25.805,92.11,1.795,0.0,100.695,0.0,25.805,2021-08-07 04:30:00,1.096482e-13,17.115963,5225.214,57.206463482590934,979.1437123288713
0.0,0.0,25.78,92.4,1.81,0.0,100.71,0.0,25.78,2021-08-07 05:00:00,1.7707466e-12,17.016233,5288.557,58.45829318436495,994.7399376073624
0.06,0.07,25.975,92.535,1.83,0.06,100.735,0.06,25.975,2021-08-07 05:30:00,1.6153804e-11,17.22112,5414.899,59.00599271219943,1016.1492812149586
0.12,0.14,26.17,92.67,1.85,0.12,100.76,0.12,26.17,2021-08-07 06:00:00,2.1140052e-12,17.232359,5567.717,60.36668588101067,1040.2604027416794
0.435,0.49,26.715,92.19,2.01,0.305,100.805,0.435,26.715,2021-08-07 06:30:00,1.07589476e-11,17.089819,5742.586,60.9909754583716,1042.3247312163564
0.75,0.84,27.26,91.71,2.17,0.49,100.85,0.75,27.26,2021-08-07 07:00:00,2.282243e-12,14.698169,5949.348,61.91249578711739,910.0003262906981
1.17,1.255,27.585,90.875,2.31,0.575,100.89,1.17,27.585,2021-08-07 07:30:00,1.2939895e-12,14.574995,6183.838,66.8973924404546,975.029160332577
1.59,1.67,27.91,90.04,2.45,0.66,100.93,1.59,27.91,2021-08-07 08:00:00,4.1349736e-12,16.672268,6380.054,65.94605340248775,1099.4702758683147
1.915,2.02,28.185,88.81,2.485,0.76,100.935,1.915,28.185,2021-08-07 08:30:00,2.6215087e-13,16.684679,6499.488,68.91431407262353,1149.813208806888
2.24,2.37,28.46,87.58,2.52,0.86,100.94,2.24,28.46,2021-08-07 09:00:00,1.9821475e-12,16.798744,6571.443,70.04587061951038,1176.6826487941373
2.54,2.675,28.67,86.255,2.5,0.955,100.925,2.54,28.67,2021-08-07 09:30:00,3.2624968e-12,16.79315,6656.704,71.29587089783561,1197.2822543677557
2.84,2.98,28.88,84.93,2.48,1.05,100.91,2.84,28.88,2021-08-07 10:00:00,8.176472e-12,16.637016,6696.976,85.32023709178817,1419.4741496191757
2.75,3.135,29.02,83.885,2.46,0.93,100.875,2.75,29.02,2021-08-07 10:30:00,1.0318282e-11,16.626762,6707.686,72.46590967319771,1204.8734332490085
2.66,3.29,29.16,82.84,2.44,0.81,100.84,2.66,29.16,2021-08-07 11:00:00,3.2115183e-12,16.626762,6701.126,70.04467413899545,1164.6161262764072
2.5,3.31,29.13,82.585,2.425,0.88,100.805,2.5,29.13,2021-08-07 11:30:00,9.222714e-13,16.626762,6667.28,71.51458979891964,1189.0560641141988
2.34,3.33,29.1,82.33,2.41,0.95,100.77,2.34,29.1,2021-08-07 12:00:00,2.1092568e-12,16.626762,6657.047,70.20532991644741,1167.2873116521027
2.08,3.22,29.07,82.305,2.38,0.96,100.73,2.08,29.07,2021-08-07 12:30:00,4.0474386e-12,16.626762,6671.688,69.44001299559403,1154.562569354368
1.82,3.11,29.04,82.28,2.35,0.97,100.69,1.82,29.04,2021-08-07 13:00:00,6.297963e-13,16.844242,6719.246,71.82840505734345,1209.8950372598717
1.255,2.875,28.95,82.665,2.31,0.68,100.665,1.255,28.95,2021-08-07 13:30:00,2.489056e-11,17.448744,6779.781,77.18396107664559,1346.7631777304323
0.69,2.64,28.86,83.05,2.27,0.39,100.64,0.69,28.86,2021-08-07 14:00:00,5.6239445e-12,17.588024,6794.83,98.9582048707456,1740.479282263034
0.54,2.31,28.745,83.88,2.165,0.295,100.625,0.54,28.745,2021-08-07 14:30:00,1.0306716e-11,17.610538,6818.81,101.37894863071668,1785.337827260239
0.39,1.98,28.63,84.71,2.06,0.2,100.61,0.39,28.63,2021-08-07 15:00:00,9.727833e-13,17.658796,6824.391,129.9909847417003,2295.484281392671
0.305,1.575,28.47,85.095,1.95,0.165,100.61,0.305,28.47,2021-08-07 15:30:00,1.7566146e-12,17.729471,6823.666,160.76964168683784,2850.3606999669005
0.22,1.17,28.31,85.48,1.84,0.13,100.61,0.22,28.31,2021-08-07 16:00:00,2.9342106e-12,17.811783,6795.257,214.76300281925418,3825.312002644313
0.14,0.78,28.05,86.72,1.67,0.09,100.625,0.14,28.05,2021-08-07 16:30:00,1.1537223e-12,17.782133,6760.979,150.71889450063364,2680.103427623062
0.06,0.39,27.79,87.96,1.5,0.05,100.64,0.06,27.79,2021-08-07 17:00:00,3.6912778e-12,17.704279,6730.2,143.24934312551716,2536.126337260359
0.03,0.195,27.53,88.97,1.39,0.025,100.665,0.03,27.53,2021-08-07 17:30:00,6.1972476e-13,17.692465,6673.443,157.95971442314033,2794.6967188413078
