INFORMATION TYPE,DATE,PERIOD,USEP ($/MWh),LCP ($/MWh),DEMAND (MW),TCL (MW)
USEP,01 Aug 2020,1,67.82,0.0,5434.034,0.0
USEP,01 Aug 2020,2,60.8,0.0,5355.195,0.0
USEP,01 Aug 2020,3,59.84,0.0,5238.196,0.0
USEP,01 Aug 2020,4,57.54,0.0,5157.871,0.0
USEP,01 Aug 2020,5,57.45,0.0,5085.284,0.0
USEP,01 Aug 2020,6,53.42,0.0,5031.717,0.0
USEP,01 Aug 2020,7,43.85,0.0,4990.347,0.0
USEP,01 Aug 2020,8,41.6,0.0,4962.977,0.0
USEP,01 Aug 2020,9,41.55,0.0,4949.638,0.0
USEP,01 Aug 2020,10,41.55,0.0,4950.766,0.0
USEP,01 Aug 2020,11,41.6,0.0,4982.952,0.0
USEP,01 Aug 2020,12,43.84,0.0,5050.072,0.0
USEP,01 Aug 2020,13,50.41,0.0,5114.711,0.0
USEP,01 Aug 2020,14,55.52,0.0,5181.091,0.0
USEP,01 Aug 2020,15,57.54,0.0,5269.328,0.0
USEP,01 Aug 2020,16,62.59,0.0,5417.598,0.0
USEP,01 Aug 2020,17,67.22,0.0,5570.545,0.0
USEP,01 Aug 2020,18,67.76,0.0,5688.578,0.0
USEP,01 Aug 2020,19,62.63,0.0,5775.91,0.0
USEP,01 Aug 2020,20,67.49,0.0,5865.768,0.0
USEP,01 Aug 2020,21,68.77,0.0,5941.302,0.0
USEP,01 Aug 2020,22,68.47,0.0,5922.61,0.0
USEP,01 Aug 2020,23,67.85,0.0,5883.302,0.0
USEP,01 Aug 2020,24,67.83,0.0,5862.04,0.0
USEP,01 Aug 2020,25,66.73,0.0,5857.612,0.0
USEP,01 Aug 2020,26,65.46,0.0,5827.091,0.0
USEP,01 Aug 2020,27,62.62,0.0,5802.117,0.0
USEP,01 Aug 2020,28,62.63,0.0,5783.042,0.0
USEP,01 Aug 2020,29,62.62,0.0,5730.236,0.0
USEP,01 Aug 2020,30,62.63,0.0,5715.162,0.0
USEP,01 Aug 2020,31,62.63,0.0,5705.331,0.0
USEP,01 Aug 2020,32,62.63,0.0,5714.332,0.0
USEP,01 Aug 2020,33,62.64,0.0,5739.987,0.0
USEP,01 Aug 2020,34,62.64,0.0,5767.342,0.0
USEP,01 Aug 2020,35,62.63,0.0,5773.256,0.0
USEP,01 Aug 2020,36,62.64,0.0,5768.928,0.0
USEP,01 Aug 2020,37,65.47,0.0,5800.248,0.0
USEP,01 Aug 2020,38,67.6,0.0,5854.824,0.0
USEP,01 Aug 2020,39,68.56,0.0,5908.038,0.0
USEP,01 Aug 2020,40,68.59,0.0,5914.305,0.0
USEP,01 Aug 2020,41,68.67,0.0,5925.353,0.0
USEP,01 Aug 2020,42,68.59,0.0,5916.909,0.0
USEP,01 Aug 2020,43,67.88,0.0,5891.647,0.0
USEP,01 Aug 2020,44,65.54,0.0,5813.677,0.0
USEP,01 Aug 2020,45,62.67,0.0,5726.484,0.0
USEP,01 Aug 2020,46,62.64,0.0,5656.253,0.0
USEP,01 Aug 2020,47,61.02,0.0,5583.119,0.0
USEP,01 Aug 2020,48,60.09,0.0,5468.411,0.0
USEP,02 Aug 2020,1,65.42,0.0,5358.952,0.0
USEP,02 Aug 2020,2,63.62,0.0,5287.663,0.0
USEP,02 Aug 2020,3,63.62,0.0,5245.646,0.0
USEP,02 Aug 2020,4,58.4,0.0,5173.79,0.0
USEP,02 Aug 2020,5,58.44,0.0,5098.122,0.0
USEP,02 Aug 2020,6,60.15,0.0,5047.0,0.0
USEP,02 Aug 2020,7,59.38,0.0,5013.597,0.0
USEP,02 Aug 2020,8,59.37,0.0,4982.872,0.0
USEP,02 Aug 2020,9,60.57,0.0,4973.37,0.0
USEP,02 Aug 2020,10,57.34,0.0,4966.397,0.0
USEP,02 Aug 2020,11,57.34,0.0,4989.994,0.0
USEP,02 Aug 2020,12,57.17,0.0,5042.154,0.0
USEP,02 Aug 2020,13,53.44,0.0,5105.254,0.0
USEP,02 Aug 2020,14,53.45,0.0,5138.468,0.0
USEP,02 Aug 2020,15,53.49,0.0,5151.818,0.0
USEP,02 Aug 2020,16,53.5,0.0,5210.752,0.0
USEP,02 Aug 2020,17,57.55,0.0,5291.301,0.0
USEP,02 Aug 2020,18,58.54,0.0,5384.081,0.0
USEP,02 Aug 2020,19,58.72,0.0,5476.9,0.0
USEP,02 Aug 2020,20,60.15,0.0,5564.203,0.0
USEP,02 Aug 2020,21,58.74,0.0,5624.45,0.0
USEP,02 Aug 2020,22,58.76,0.0,5639.817,0.0
USEP,02 Aug 2020,23,58.73,0.0,5638.142,0.0
USEP,02 Aug 2020,24,59.57,0.0,5660.999,0.0
USEP,02 Aug 2020,25,58.73,0.0,5662.316,0.0
USEP,02 Aug 2020,26,58.73,0.0,5663.693,0.0
USEP,02 Aug 2020,27,58.73,0.0,5654.866,0.0
USEP,02 Aug 2020,28,58.72,0.0,5635.955,0.0
USEP,02 Aug 2020,29,58.81,0.0,5652.888,0.0
USEP,02 Aug 2020,30,58.76,0.0,5677.39,0.0
USEP,02 Aug 2020,31,59.56,0.0,5692.976,0.0
USEP,02 Aug 2020,32,60.11,0.0,5706.912,0.0
USEP,02 Aug 2020,33,60.2,0.0,5721.206,0.0
USEP,02 Aug 2020,34,60.28,0.0,5755.926,0.0
USEP,02 Aug 2020,35,60.6,0.0,5792.187,0.0
USEP,02 Aug 2020,36,60.7,0.0,5797.908,0.0
USEP,02 Aug 2020,37,60.75,0.0,5840.66,0.0
USEP,02 Aug 2020,38,61.23,0.0,5922.918,0.0
USEP,02 Aug 2020,39,61.69,0.0,6005.977,0.0
USEP,02 Aug 2020,40,62.64,0.0,6069.503,0.0
USEP,02 Aug 2020,41,62.67,0.0,6107.25,0.0
USEP,02 Aug 2020,42,62.65,0.0,6099.8,0.0
USEP,02 Aug 2020,43,62.65,0.0,6069.444,0.0
USEP,02 Aug 2020,44,61.64,0.0,5978.428,0.0
USEP,02 Aug 2020,45,60.66,0.0,5891.855,0.0
USEP,02 Aug 2020,46,60.34,0.0,5802.023,0.0
USEP,02 Aug 2020,47,60.21,0.0,5703.999,0.0
USEP,02 Aug 2020,48,59.61,0.0,5588.467,0.0
USEP,03 Aug 2020,1,59.75,0.0,5460.683,0.0
USEP,03 Aug 2020,2,58.64,0.0,5367.704,0.0
USEP,03 Aug 2020,3,57.74,0.0,5287.757,0.0
USEP,03 Aug 2020,4,57.64,0.0,5236.909,0.0
USEP,03 Aug 2020,5,56.48,0.0,5180.32,0.0
USEP,03 Aug 2020,6,56.27,0.0,5130.198,0.0
USEP,03 Aug 2020,7,53.48,0.0,5101.859,0.0
USEP,03 Aug 2020,8,53.42,0.0,5074.703,0.0
USEP,03 Aug 2020,9,50.39,0.0,5056.309,0.0
USEP,03 Aug 2020,10,50.39,0.0,5096.377,0.0
USEP,03 Aug 2020,11,53.43,0.0,5154.884,0.0
USEP,03 Aug 2020,12,57.48,0.0,5291.753,0.0
USEP,03 Aug 2020,13,58.64,0.0,5464.918,0.0
USEP,03 Aug 2020,14,60.2,0.0,5657.008,0.0
USEP,03 Aug 2020,15,58.82,0.0,5872.169,0.0
USEP,03 Aug 2020,16,61.41,0.0,6130.207,0.0
USEP,03 Aug 2020,17,59.82,0.0,6344.598,0.0
USEP,03 Aug 2020,18,67.74,0.0,6482.873,0.0
USEP,03 Aug 2020,19,68.25,0.0,6558.203,0.0
USEP,03 Aug 2020,20,68.86,0.0,6620.895,0.0
USEP,03 Aug 2020,21,69.7,0.0,6681.251,0.0
USEP,03 Aug 2020,22,69.7,0.0,6689.521,0.0
USEP,03 Aug 2020,23,69.22,0.0,6647.584,0.0
USEP,03 Aug 2020,24,68.89,0.0,6625.442,0.0
USEP,03 Aug 2020,25,68.9,0.0,6605.423,0.0
USEP,03 Aug 2020,26,68.9,0.0,6622.649,0.0
USEP,03 Aug 2020,27,69.52,0.0,6659.904,0.0
USEP,03 Aug 2020,28,69.94,0.0,6690.067,0.0
USEP,03 Aug 2020,29,69.9,0.0,6685.892,0.0
USEP,03 Aug 2020,30,72.36,0.0,6705.907,0.0
USEP,03 Aug 2020,31,72.84,0.0,6706.935,0.0
USEP,03 Aug 2020,32,78.4,0.0,6730.29,0.0
USEP,03 Aug 2020,33,76.4,0.0,6714.753,0.0
USEP,03 Aug 2020,34,72.37,0.0,6698.064,0.0
USEP,03 Aug 2020,35,72.26,0.0,6692.085,0.0
USEP,03 Aug 2020,36,69.68,0.0,6613.708,0.0
USEP,03 Aug 2020,37,68.89,0.0,6525.431,0.0
USEP,03 Aug 2020,38,68.88,0.0,6487.535,0.0
USEP,03 Aug 2020,39,68.83,0.0,6469.688,0.0
USEP,03 Aug 2020,40,68.87,0.0,6460.031,0.0
USEP,03 Aug 2020,41,67.65,0.0,6424.59,0.0
USEP,03 Aug 2020,42,63.94,0.0,6393.875,0.0
USEP,03 Aug 2020,43,62.76,0.0,6324.802,0.0
USEP,03 Aug 2020,44,60.29,0.0,6195.711,0.0
USEP,03 Aug 2020,45,57.84,0.0,6054.469,0.0
USEP,03 Aug 2020,46,57.37,0.0,5940.711,0.0
USEP,03 Aug 2020,47,56.5,0.0,5842.717,0.0
USEP,03 Aug 2020,48,55.57,0.0,5717.786,0.0
USEP,04 Aug 2020,1,60.11,0.0,5610.012,0.0
USEP,04 Aug 2020,2,59.46,0.0,5503.117,0.0
USEP,04 Aug 2020,3,58.67,0.0,5428.224,0.0
USEP,04 Aug 2020,4,58.02,0.0,5360.602,0.0
USEP,04 Aug 2020,5,57.56,0.0,5303.253,0.0
USEP,04 Aug 2020,6,56.54,0.0,5253.727,0.0
USEP,04 Aug 2020,7,53.51,0.0,5216.06,0.0
USEP,04 Aug 2020,8,53.51,0.0,5200.553,0.0
USEP,04 Aug 2020,9,56.47,0.0,5223.783,0.0
USEP,04 Aug 2020,10,57.21,0.0,5263.21,0.0
USEP,04 Aug 2020,11,58.0,0.0,5324.217,0.0
USEP,04 Aug 2020,12,59.42,0.0,5447.667,0.0
USEP,04 Aug 2020,13,59.63,0.0,5604.261,0.0
USEP,04 Aug 2020,14,63.65,0.0,5784.936,0.0
USEP,04 Aug 2020,15,60.38,0.0,5970.034,0.0
USEP,04 Aug 2020,16,62.66,0.0,6190.488,0.0
USEP,04 Aug 2020,17,60.38,0.0,6381.331,0.0
USEP,04 Aug 2020,18,66.52,0.0,6510.367,0.0
USEP,04 Aug 2020,19,68.84,0.0,6553.124,0.0
USEP,04 Aug 2020,20,68.85,0.0,6597.108,0.0
USEP,04 Aug 2020,21,68.83,0.0,6596.552,0.0
USEP,04 Aug 2020,22,68.82,0.0,6593.833,0.0
USEP,04 Aug 2020,23,68.85,0.0,6589.296,0.0
USEP,04 Aug 2020,24,66.49,0.0,6564.411,0.0
USEP,04 Aug 2020,25,65.77,0.0,6519.676,0.0
USEP,04 Aug 2020,26,64.45,0.0,6503.334,0.0
USEP,04 Aug 2020,27,66.49,0.0,6566.284,0.0
USEP,04 Aug 2020,28,66.49,0.0,6564.381,0.0
USEP,04 Aug 2020,29,66.49,0.0,6535.943,0.0
USEP,04 Aug 2020,30,68.82,0.0,6563.069,0.0
USEP,04 Aug 2020,31,68.83,0.0,6560.624,0.0
USEP,04 Aug 2020,32,68.83,0.0,6585.677,0.0
USEP,04 Aug 2020,33,68.82,0.0,6570.593,0.0
USEP,04 Aug 2020,34,68.82,0.0,6570.971,0.0
USEP,04 Aug 2020,35,67.15,0.0,6506.997,0.0
USEP,04 Aug 2020,36,65.52,0.0,6425.971,0.0
USEP,04 Aug 2020,37,62.0,0.0,6369.448,0.0
USEP,04 Aug 2020,38,62.02,0.0,6364.403,0.0
USEP,04 Aug 2020,39,62.67,0.0,6377.867,0.0
USEP,04 Aug 2020,40,62.53,0.0,6357.221,0.0
USEP,04 Aug 2020,41,61.39,0.0,6317.819,0.0
USEP,04 Aug 2020,42,59.94,0.0,6280.003,0.0
USEP,04 Aug 2020,43,61.15,0.0,6220.596,0.0
USEP,04 Aug 2020,44,59.95,0.0,6108.269,0.0
USEP,04 Aug 2020,45,59.25,0.0,5970.342,0.0
USEP,04 Aug 2020,46,58.31,0.0,5846.887,0.0
USEP,04 Aug 2020,47,57.08,0.0,5726.663,0.0
USEP,04 Aug 2020,48,55.3,0.0,5597.383,0.0
USEP,05 Aug 2020,1,57.54,0.0,5485.265,0.0
USEP,05 Aug 2020,2,57.43,0.0,5374.155,0.0
USEP,05 Aug 2020,3,54.49,0.0,5299.019,0.0
USEP,05 Aug 2020,4,52.6,0.0,5237.51,0.0
USEP,05 Aug 2020,5,49.39,0.0,5178.268,0.0
USEP,05 Aug 2020,6,44.28,0.0,5150.187,0.0
USEP,05 Aug 2020,7,41.95,0.0,5115.979,0.0
USEP,05 Aug 2020,8,41.95,0.0,5103.539,0.0
USEP,05 Aug 2020,9,41.95,0.0,5107.977,0.0
USEP,05 Aug 2020,10,49.39,0.0,5149.318,0.0
USEP,05 Aug 2020,11,52.55,0.0,5223.569,0.0
USEP,05 Aug 2020,12,57.43,0.0,5352.113,0.0
USEP,05 Aug 2020,13,57.51,0.0,5518.464,0.0
USEP,05 Aug 2020,14,58.9,0.0,5679.89,0.0
USEP,05 Aug 2020,15,57.54,0.0,5902.422,0.0
USEP,05 Aug 2020,16,59.74,0.0,6140.236,0.0
USEP,05 Aug 2020,17,59.74,0.0,6327.829,0.0
USEP,05 Aug 2020,18,64.22,0.0,6446.701,0.0
USEP,05 Aug 2020,19,66.5,0.0,6529.233,0.0
USEP,05 Aug 2020,20,68.85,0.0,6609.25,0.0
USEP,05 Aug 2020,21,69.19,0.0,6643.568,0.0
USEP,05 Aug 2020,22,69.2,0.0,6655.61,0.0
USEP,05 Aug 2020,23,69.21,0.0,6658.562,0.0
USEP,05 Aug 2020,24,68.87,0.0,6635.994,0.0
USEP,05 Aug 2020,25,68.85,0.0,6606.551,0.0
USEP,05 Aug 2020,26,68.9,0.0,6635.353,0.0
USEP,05 Aug 2020,27,69.69,0.0,6681.822,0.0
USEP,05 Aug 2020,28,69.69,0.0,6703.501,0.0
USEP,05 Aug 2020,29,69.51,0.0,6677.921,0.0
USEP,05 Aug 2020,30,69.69,0.0,6684.69,0.0
USEP,05 Aug 2020,31,69.93,0.0,6715.31,0.0
USEP,05 Aug 2020,32,74.94,0.0,6739.39,0.0
USEP,05 Aug 2020,33,71.55,0.0,6718.247,0.0
USEP,05 Aug 2020,34,69.99,0.0,6700.638,0.0
USEP,05 Aug 2020,35,69.82,0.0,6665.64,0.0
USEP,05 Aug 2020,36,68.88,0.0,6571.612,0.0
USEP,05 Aug 2020,37,68.83,0.0,6503.886,0.0
USEP,05 Aug 2020,38,68.53,0.0,6490.05,0.0
USEP,05 Aug 2020,39,69.63,0.0,6485.572,0.0
USEP,05 Aug 2020,40,69.57,0.0,6468.967,0.0
USEP,05 Aug 2020,41,69.48,0.0,6441.388,0.0
USEP,05 Aug 2020,42,66.51,0.0,6392.076,0.0
USEP,05 Aug 2020,43,64.71,0.0,6329.663,0.0
USEP,05 Aug 2020,44,63.68,0.0,6221.675,0.0
USEP,05 Aug 2020,45,62.67,0.0,6099.04,0.0
USEP,05 Aug 2020,46,60.78,0.0,5983.318,0.0
USEP,05 Aug 2020,47,59.86,0.0,5854.471,0.0
USEP,05 Aug 2020,48,59.6,0.0,5716.837,0.0
USEP,06 Aug 2020,1,59.8,0.0,5588.979,0.0
USEP,06 Aug 2020,2,59.05,0.0,5491.283,0.0
USEP,06 Aug 2020,3,58.36,0.0,5425.013,0.0
USEP,06 Aug 2020,4,58.33,0.0,5366.899,0.0
USEP,06 Aug 2020,5,57.78,0.0,5296.037,0.0
USEP,06 Aug 2020,6,57.51,0.0,5255.477,0.0
USEP,06 Aug 2020,7,56.47,0.0,5221.353,0.0
USEP,06 Aug 2020,8,56.44,0.0,5195.156,0.0
USEP,06 Aug 2020,9,56.44,0.0,5198.804,0.0
USEP,06 Aug 2020,10,57.61,0.0,5231.68,0.0
USEP,06 Aug 2020,11,57.89,0.0,5302.329,0.0
USEP,06 Aug 2020,12,58.67,0.0,5433.11,0.0
USEP,06 Aug 2020,13,59.77,0.0,5601.314,0.0
USEP,06 Aug 2020,14,63.51,0.0,5786.049,0.0
USEP,06 Aug 2020,15,61.68,0.0,5981.494,0.0
USEP,06 Aug 2020,16,68.45,0.0,6208.996,0.0
USEP,06 Aug 2020,17,66.49,0.0,6409.903,0.0
USEP,06 Aug 2020,18,69.64,0.0,6541.479,0.0
USEP,06 Aug 2020,19,69.95,0.0,6608.132,0.0
USEP,06 Aug 2020,20,78.14,0.0,6678.318,0.0
USEP,06 Aug 2020,21,79.24,0.0,6709.555,0.0
USEP,06 Aug 2020,22,80.25,0.0,6727.342,0.0
USEP,06 Aug 2020,23,78.1,0.0,6699.182,0.0
USEP,06 Aug 2020,24,71.77,0.0,6664.502,0.0
USEP,06 Aug 2020,25,69.92,0.0,6639.806,0.0
USEP,06 Aug 2020,26,70.48,0.0,6653.14,0.0
USEP,06 Aug 2020,27,78.16,0.0,6700.251,0.0
USEP,06 Aug 2020,28,80.26,0.0,6750.831,0.0
USEP,06 Aug 2020,29,167.03,0.0,6785.208,0.0
USEP,06 Aug 2020,30,172.1,0.0,6799.651,0.0
USEP,06 Aug 2020,31,232.01,0.0,6818.109,0.0
USEP,06 Aug 2020,32,183.55,0.0,6810.923,0.0
USEP,06 Aug 2020,33,175.33,0.0,6765.03,0.0
USEP,06 Aug 2020,34,175.31,0.0,6719.738,0.0
USEP,06 Aug 2020,35,181.17,0.0,6681.757,0.0
USEP,06 Aug 2020,36,110.9,0.0,6614.3,0.0
USEP,06 Aug 2020,37,70.56,0.0,6543.875,0.0
USEP,06 Aug 2020,38,70.42,0.0,6525.446,0.0
USEP,06 Aug 2020,39,74.32,0.0,6515.128,0.0
USEP,06 Aug 2020,40,74.47,0.0,6514.671,0.0
USEP,06 Aug 2020,41,71.22,0.0,6489.707,0.0
USEP,06 Aug 2020,42,69.57,0.0,6452.024,0.0
USEP,06 Aug 2020,43,68.82,0.0,6391.003,0.0
USEP,06 Aug 2020,44,64.73,0.0,6278.715,0.0
USEP,06 Aug 2020,45,63.66,0.0,6143.462,0.0
USEP,06 Aug 2020,46,61.57,0.0,6019.684,0.0
USEP,06 Aug 2020,47,60.37,0.0,5895.205,0.0
USEP,06 Aug 2020,48,59.39,0.0,5688.99,0.0
USEP,07 Aug 2020,1,59.19,0.0,5515.935,0.0
USEP,07 Aug 2020,2,58.7,0.0,5417.842,0.0
USEP,07 Aug 2020,3,59.95,0.0,5453.626,0.0
USEP,07 Aug 2020,4,58.69,0.0,5378.191,0.0
USEP,07 Aug 2020,5,58.75,0.0,5324.769,0.0
USEP,07 Aug 2020,6,58.52,0.0,5268.757,0.0
USEP,07 Aug 2020,7,58.42,0.0,5234.305,0.0
USEP,07 Aug 2020,8,57.7,0.0,5206.289,0.0
USEP,07 Aug 2020,9,57.7,0.0,5200.568,0.0
USEP,07 Aug 2020,10,58.42,0.0,5225.214,0.0
USEP,07 Aug 2020,11,58.52,0.0,5288.557,0.0
USEP,07 Aug 2020,12,58.89,0.0,5414.899,0.0
USEP,07 Aug 2020,13,59.52,0.0,5567.717,0.0
USEP,07 Aug 2020,14,60.44,0.0,5742.586,0.0
USEP,07 Aug 2020,15,61.59,0.0,5949.348,0.0
USEP,07 Aug 2020,16,67.49,0.0,6183.838,0.0
USEP,07 Aug 2020,17,65.39,0.0,6380.054,0.0
USEP,07 Aug 2020,18,69.85,0.0,6499.488,0.0
USEP,07 Aug 2020,19,70.15,0.0,6571.443,0.0
USEP,07 Aug 2020,20,70.67,0.0,6656.704,0.0
USEP,07 Aug 2020,21,71.0,0.0,6696.976,0.0
USEP,07 Aug 2020,22,71.93,0.0,6707.686,0.0
USEP,07 Aug 2020,23,70.91,0.0,6701.126,0.0
USEP,07 Aug 2020,24,70.48,0.0,6667.28,0.0
USEP,07 Aug 2020,25,70.47,0.0,6657.047,0.0
USEP,07 Aug 2020,26,70.68,0.0,6671.688,0.0
USEP,07 Aug 2020,27,70.92,0.0,6719.246,0.0
USEP,07 Aug 2020,28,77.12,0.0,6779.781,0.0
USEP,07 Aug 2020,29,98.64,0.0,6794.83,0.0
USEP,07 Aug 2020,30,101.62,0.0,6818.81,0.0
USEP,07 Aug 2020,31,101.6,0.0,6824.391,0.0
USEP,07 Aug 2020,32,105.96,0.0,6823.666,0.0
USEP,07 Aug 2020,33,216.17,0.0,6795.257,0.0
USEP,07 Aug 2020,34,113.85,0.0,6760.979,0.0
USEP,07 Aug 2020,35,85.12,0.0,6730.2,0.0
USEP,07 Aug 2020,36,71.43,0.0,6673.443,0.0
USEP,07 Aug 2020,37,70.15,0.0,6617.167,0.0
USEP,07 Aug 2020,38,68.74,0.0,6573.899,0.0
USEP,07 Aug 2020,39,69.3,0.0,6560.087,0.0
USEP,07 Aug 2020,40,70.44,0.0,6544.571,0.0
USEP,07 Aug 2020,41,69.83,0.0,6501.843,0.0
USEP,07 Aug 2020,42,79.51,0.0,6483.092,0.0
USEP,07 Aug 2020,43,70.84,0.0,6430.146,0.0
USEP,07 Aug 2020,44,69.87,0.0,6327.794,0.0
USEP,07 Aug 2020,45,69.84,0.0,6191.005,0.0
USEP,07 Aug 2020,46,75.45,0.0,6080.452,0.0
USEP,07 Aug 2020,47,63.66,0.0,5968.051,0.0
USEP,07 Aug 2020,48,63.63,0.0,5786.775,0.0
USEP,08 Aug 2020,1,70.13,0.0,5633.063,0.0
USEP,08 Aug 2020,2,64.76,0.0,5528.504,0.0
USEP,08 Aug 2020,3,66.88,0.0,5504.245,0.0
USEP,08 Aug 2020,4,60.85,0.0,5411.599,0.0
USEP,08 Aug 2020,5,60.57,0.0,5345.434,0.0
USEP,08 Aug 2020,6,60.02,0.0,5291.231,0.0
USEP,08 Aug 2020,7,59.06,0.0,5256.073,0.0
USEP,08 Aug 2020,8,58.92,0.0,5231.099,0.0
USEP,08 Aug 2020,9,58.09,0.0,5213.674,0.0
USEP,08 Aug 2020,10,59.06,0.0,5211.721,0.0
USEP,08 Aug 2020,11,57.33,0.0,5246.561,0.0
USEP,08 Aug 2020,12,57.96,0.0,5297.429,0.0
USEP,08 Aug 2020,13,58.58,0.0,5375.607,0.0
USEP,08 Aug 2020,14,58.63,0.0,5425.674,0.0
USEP,08 Aug 2020,15,60.79,0.0,5497.839,0.0
USEP,08 Aug 2020,16,64.8,0.0,5633.102,0.0
USEP,08 Aug 2020,17,62.61,0.0,5758.784,0.0
USEP,08 Aug 2020,18,62.62,0.0,5879.495,0.0
USEP,08 Aug 2020,19,62.6,0.0,5982.921,0.0
USEP,08 Aug 2020,20,64.73,0.0,6067.56,0.0
USEP,08 Aug 2020,21,67.47,0.0,6119.641,0.0
USEP,08 Aug 2020,22,68.07,0.0,6155.256,0.0
USEP,08 Aug 2020,23,67.99,0.0,6153.377,0.0
USEP,08 Aug 2020,24,67.43,0.0,6125.386,0.0
USEP,08 Aug 2020,25,62.62,0.0,6064.265,0.0
USEP,08 Aug 2020,26,62.61,0.0,6020.484,0.0
USEP,08 Aug 2020,27,62.62,0.0,6027.551,0.0
USEP,08 Aug 2020,28,62.62,0.0,6013.238,0.0
USEP,08 Aug 2020,29,62.61,0.0,6016.95,0.0
USEP,08 Aug 2020,30,62.61,0.0,6006.156,0.0
USEP,08 Aug 2020,31,62.62,0.0,6026.657,0.0
USEP,08 Aug 2020,32,62.62,0.0,6007.254,0.0
USEP,08 Aug 2020,33,62.62,0.0,6015.584,0.0
USEP,08 Aug 2020,34,62.62,0.0,6026.96,0.0
USEP,08 Aug 2020,35,63.4,0.0,6040.434,0.0
USEP,08 Aug 2020,36,63.01,0.0,6028.093,0.0
USEP,08 Aug 2020,37,62.92,0.0,6023.382,0.0
USEP,08 Aug 2020,38,63.02,0.0,6033.515,0.0
USEP,08 Aug 2020,39,69.54,0.0,6089.219,0.0
USEP,08 Aug 2020,40,69.81,0.0,6118.289,0.0
USEP,08 Aug 2020,41,73.53,0.0,6157.02,0.0
USEP,08 Aug 2020,42,70.86,0.0,6151.076,0.0
USEP,08 Aug 2020,43,70.45,0.0,6120.61,0.0
USEP,08 Aug 2020,44,64.29,0.0,6040.782,0.0
USEP,08 Aug 2020,45,62.64,0.0,5962.345,0.0
USEP,08 Aug 2020,46,70.83,0.0,5891.259,0.0
USEP,08 Aug 2020,47,70.36,0.0,5811.113,0.0
USEP,08 Aug 2020,48,67.73,0.0,5717.354,0.0
USEP,09 Aug 2020,1,74.78,0.0,5609.256,0.0
USEP,09 Aug 2020,2,70.92,0.0,5509.011,0.0
USEP,09 Aug 2020,3,70.43,0.0,5413.145,0.0
USEP,09 Aug 2020,4,68.85,0.0,5342.089,0.0
USEP,09 Aug 2020,5,67.78,0.0,5295.431,0.0
USEP,09 Aug 2020,6,65.74,0.0,5244.369,0.0
USEP,09 Aug 2020,7,64.66,0.0,5205.573,0.0
USEP,09 Aug 2020,8,62.75,0.0,5164.128,0.0
USEP,09 Aug 2020,9,61.85,0.0,5141.321,0.0
USEP,09 Aug 2020,10,61.57,0.0,5138.776,0.0
USEP,09 Aug 2020,11,62.41,0.0,5158.736,0.0
USEP,09 Aug 2020,12,63.85,0.0,5205.22,0.0
USEP,09 Aug 2020,13,64.49,0.0,5263.538,0.0
USEP,09 Aug 2020,14,65.67,0.0,5284.651,0.0
USEP,09 Aug 2020,15,67.71,0.0,5283.796,0.0
USEP,09 Aug 2020,16,67.68,0.0,5329.371,0.0
USEP,09 Aug 2020,17,62.21,0.0,5408.021,0.0
USEP,09 Aug 2020,18,62.62,0.0,5481.458,0.0
USEP,09 Aug 2020,19,62.62,0.0,5558.418,0.0
USEP,09 Aug 2020,20,65.68,0.0,5655.318,0.0
USEP,09 Aug 2020,21,65.68,0.0,5720.763,0.0
USEP,09 Aug 2020,22,67.74,0.0,5761.224,0.0
USEP,09 Aug 2020,23,65.72,0.0,5766.055,0.0
USEP,09 Aug 2020,24,64.83,0.0,5721.971,0.0
USEP,09 Aug 2020,25,65.72,0.0,5702.429,0.0
USEP,09 Aug 2020,26,67.74,0.0,5734.008,0.0
USEP,09 Aug 2020,27,68.8,0.0,5758.659,0.0
USEP,09 Aug 2020,28,68.8,0.0,5764.271,0.0
USEP,09 Aug 2020,29,67.75,0.0,5765.101,0.0
USEP,09 Aug 2020,30,67.76,0.0,5782.64,0.0
USEP,09 Aug 2020,31,67.77,0.0,5806.262,0.0
USEP,09 Aug 2020,32,65.46,0.0,5834.054,0.0
USEP,09 Aug 2020,33,65.76,0.0,5862.821,0.0
USEP,09 Aug 2020,34,67.78,0.0,5884.724,0.0
USEP,09 Aug 2020,35,67.78,0.0,5900.131,0.0
USEP,09 Aug 2020,36,70.43,0.0,5951.177,0.0
USEP,09 Aug 2020,37,70.95,0.0,6003.134,0.0
USEP,09 Aug 2020,38,72.95,0.0,6058.256,0.0
USEP,09 Aug 2020,39,126.42,0.0,6122.513,0.0
USEP,09 Aug 2020,40,131.89,0.0,6147.313,0.0
USEP,09 Aug 2020,41,131.79,0.0,6172.984,0.0
USEP,09 Aug 2020,42,152.01,0.0,6182.307,0.0
USEP,09 Aug 2020,43,129.94,0.0,6137.99,0.0
USEP,09 Aug 2020,44,71.98,0.0,6069.225,0.0
USEP,09 Aug 2020,45,70.78,0.0,5976.649,0.0
USEP,09 Aug 2020,46,70.46,0.0,5918.872,0.0
USEP,09 Aug 2020,47,70.75,0.0,5855.177,0.0
USEP,09 Aug 2020,48,69.9,0.0,5795.721,0.0
USEP,10 Aug 2020,1,65.77,0.0,5686.719,0.0
USEP,10 Aug 2020,2,63.65,0.0,5582.726,0.0
USEP,10 Aug 2020,3,63.65,0.0,5469.743,0.0
