INFORMATION TYPE,DATE,PERIOD,USEP ($/MWh),LCP ($/MWh),DEMAND (MW),TCL (MW)
USEP,22 Nov 2020,9,62.86,0.0,4857.802,0.0
USEP,22 Nov 2020,10,62.75,0.0,4878.81,0.0
USEP,22 Nov 2020,11,65.47,0.0,4912.129,0.0
USEP,22 Nov 2020,12,65.46,0.0,4953.997,0.0
USEP,22 Nov 2020,13,63.75,0.0,4999.348,0.0
USEP,22 Nov 2020,14,62.54,0.0,5025.291,0.0
USEP,22 Nov 2020,15,63.1,0.0,5079.221,0.0
USEP,22 Nov 2020,16,62.52,0.0,5149.024,0.0
USEP,22 Nov 2020,17,64.19,0.0,5273.359,0.0
USEP,22 Nov 2020,18,64.55,0.0,5379.314,0.0
USEP,22 Nov 2020,19,65.2,0.0,5465.34,0.0
USEP,22 Nov 2020,20,65.62,0.0,5556.863,0.0
USEP,22 Nov 2020,21,65.2,0.0,5616.383,0.0
USEP,22 Nov 2020,22,64.6,0.0,5637.193,0.0
USEP,22 Nov 2020,23,64.59,0.0,5636.79,0.0
USEP,22 Nov 2020,24,64.58,0.0,5655.885,0.0
USEP,22 Nov 2020,25,64.6,0.0,5641.159,0.0
USEP,22 Nov 2020,26,64.58,0.0,5647.495,0.0
USEP,22 Nov 2020,27,64.59,0.0,5655.676,0.0
USEP,22 Nov 2020,28,64.58,0.0,5656.113,0.0
USEP,22 Nov 2020,29,64.62,0.0,5678.727,0.0
USEP,22 Nov 2020,30,64.62,0.0,5699.626,0.0
USEP,22 Nov 2020,31,64.62,0.0,5710.137,0.0
USEP,22 Nov 2020,32,64.63,0.0,5721.588,0.0
USEP,22 Nov 2020,33,66.61,0.0,5765.304,0.0
USEP,22 Nov 2020,34,66.61,0.0,5766.164,0.0
USEP,22 Nov 2020,35,65.52,0.0,5753.754,0.0
USEP,22 Nov 2020,36,64.62,0.0,5727.393,0.0
USEP,22 Nov 2020,37,66.61,0.0,5778.773,0.0
USEP,22 Nov 2020,38,68.2,0.0,5871.971,0.0
USEP,22 Nov 2020,39,69.85,0.0,5934.215,0.0
USEP,22 Nov 2020,40,72.78,0.0,5958.314,0.0
USEP,22 Nov 2020,41,84.35,0.0,5971.271,0.0
USEP,22 Nov 2020,42,82.07,0.0,5966.763,0.0
USEP,22 Nov 2020,43,76.14,0.0,5924.648,0.0
USEP,22 Nov 2020,44,69.84,0.0,5819.438,0.0
USEP,22 Nov 2020,45,66.62,0.0,5699.372,0.0
USEP,22 Nov 2020,46,64.59,0.0,5570.386,0.0
USEP,22 Nov 2020,47,64.63,0.0,5446.027,0.0
USEP,22 Nov 2020,48,60.58,0.0,5268.762,0.0
USEP,23 Nov 2020,1,59.61,0.0,5077.541,0.0
USEP,23 Nov 2020,2,55.45,0.0,4998.647,0.0
USEP,23 Nov 2020,3,57.45,0.0,4986.048,0.0
USEP,23 Nov 2020,4,50.08,0.0,4922.114,0.0
USEP,23 Nov 2020,5,48.65,0.0,4884.66,0.0
USEP,23 Nov 2020,6,48.59,0.0,4865.217,0.0
USEP,23 Nov 2020,7,48.51,0.0,4836.227,0.0
USEP,23 Nov 2020,8,48.17,0.0,4821.327,0.0
USEP,23 Nov 2020,9,48.18,0.0,4813.867,0.0
USEP,23 Nov 2020,10,48.51,0.0,4852.484,0.0
USEP,23 Nov 2020,11,55.5,0.0,4943.644,0.0
USEP,23 Nov 2020,12,66.51,0.0,5131.52,0.0
USEP,23 Nov 2020,13,65.62,0.0,5311.528,0.0
USEP,23 Nov 2020,14,70.67,0.0,5498.122,0.0
USEP,23 Nov 2020,15,63.14,0.0,5689.825,0.0
USEP,23 Nov 2020,16,65.28,0.0,5944.617,0.0
USEP,23 Nov 2020,17,65.62,0.0,6215.005,0.0
USEP,23 Nov 2020,18,66.57,0.0,6385.019,0.0
USEP,23 Nov 2020,19,72.98,0.0,6488.703,0.0
USEP,23 Nov 2020,20,97.84,0.0,6539.387,0.0
USEP,23 Nov 2020,21,84.62,0.0,6586.701,0.0
USEP,23 Nov 2020,22,84.62,0.0,6603.236,0.0
USEP,23 Nov 2020,23,73.01,0.0,6604.827,0.0
USEP,23 Nov 2020,24,72.81,0.0,6561.265,0.0
USEP,23 Nov 2020,25,72.81,0.0,6540.465,0.0
USEP,23 Nov 2020,26,73.01,0.0,6531.902,0.0
USEP,23 Nov 2020,27,75.43,0.0,6593.972,0.0
USEP,23 Nov 2020,28,393.79,0.0,6608.147,0.0
USEP,23 Nov 2020,29,77.52,0.0,6589.499,0.0
USEP,23 Nov 2020,30,75.43,0.0,6565.857,0.0
USEP,23 Nov 2020,31,76.65,0.0,6573.913,0.0
USEP,23 Nov 2020,32,73.01,0.0,6587.263,0.0
USEP,23 Nov 2020,33,73.01,0.0,6575.459,0.0
USEP,23 Nov 2020,34,72.8,0.0,6547.597,0.0
USEP,23 Nov 2020,35,72.79,0.0,6459.415,0.0
USEP,23 Nov 2020,36,59.65,0.0,6345.671,0.0
USEP,23 Nov 2020,37,59.65,0.0,6275.107,0.0
USEP,23 Nov 2020,38,64.15,0.0,6286.647,0.0
USEP,23 Nov 2020,39,69.76,0.0,6308.461,0.0
USEP,23 Nov 2020,40,72.79,0.0,6300.727,0.0
USEP,23 Nov 2020,41,72.79,0.0,6257.359,0.0
USEP,23 Nov 2020,42,70.52,0.0,6204.498,0.0
USEP,23 Nov 2020,43,69.79,0.0,6121.947,0.0
USEP,23 Nov 2020,44,73.02,0.0,5965.014,0.0
USEP,23 Nov 2020,45,69.78,0.0,5808.121,0.0
USEP,23 Nov 2020,46,60.37,0.0,5652.853,0.0
USEP,23 Nov 2020,47,64.59,0.0,5500.567,0.0
USEP,23 Nov 2020,48,59.64,0.0,5335.176,0.0
USEP,24 Nov 2020,1,69.82,0.0,5202.835,0.0
USEP,24 Nov 2020,2,66.53,0.0,5107.982,0.0
USEP,24 Nov 2020,3,66.52,0.0,5053.923,0.0
USEP,24 Nov 2020,4,59.6,0.0,4995.302,0.0
USEP,24 Nov 2020,5,57.43,0.0,4955.498,0.0
USEP,24 Nov 2020,6,59.53,0.0,4920.23,0.0
USEP,24 Nov 2020,7,59.54,0.0,4899.123,0.0
USEP,24 Nov 2020,8,59.52,0.0,4876.877,0.0
USEP,24 Nov 2020,9,59.53,0.0,4882.26,0.0
USEP,24 Nov 2020,10,57.43,0.0,4899.59,0.0
USEP,24 Nov 2020,11,61.12,0.0,4982.276,0.0
USEP,24 Nov 2020,12,66.5,0.0,5153.413,0.0
USEP,24 Nov 2020,13,66.6,0.0,5330.166,0.0
USEP,24 Nov 2020,14,69.74,0.0,5496.934,0.0
USEP,24 Nov 2020,15,65.6,0.0,5659.25,0.0
USEP,24 Nov 2020,16,64.41,0.0,5903.54,0.0
USEP,24 Nov 2020,17,65.63,0.0,6164.778,0.0
USEP,24 Nov 2020,18,65.61,0.0,6323.271,0.0
USEP,24 Nov 2020,19,69.86,0.0,6409.193,0.0
USEP,24 Nov 2020,20,72.8,0.0,6465.393,0.0
USEP,24 Nov 2020,21,73.06,0.0,6525.903,0.0
USEP,24 Nov 2020,22,72.8,0.0,6534.919,0.0
USEP,24 Nov 2020,23,72.8,0.0,6519.76,0.0
USEP,24 Nov 2020,24,66.17,0.0,6466.74,0.0
USEP,24 Nov 2020,25,65.61,0.0,6419.913,0.0
USEP,24 Nov 2020,26,65.62,0.0,6428.173,0.0
USEP,24 Nov 2020,27,66.62,0.0,6485.298,0.0
USEP,24 Nov 2020,28,65.86,0.0,6507.852,0.0
USEP,24 Nov 2020,29,65.62,0.0,6501.54,0.0
USEP,24 Nov 2020,30,65.87,0.0,6499.095,0.0
USEP,24 Nov 2020,31,65.48,0.0,6474.051,0.0
USEP,24 Nov 2020,32,65.36,0.0,6472.187,0.0
USEP,24 Nov 2020,33,65.3,0.0,6461.507,0.0
USEP,24 Nov 2020,34,64.41,0.0,6446.438,0.0
USEP,24 Nov 2020,35,66.61,0.0,6373.344,0.0
USEP,24 Nov 2020,36,66.62,0.0,6289.47,0.0
USEP,24 Nov 2020,37,66.61,0.0,6253.165,0.0
USEP,24 Nov 2020,38,67.63,0.0,6297.338,0.0
USEP,24 Nov 2020,39,67.63,0.0,6322.113,0.0
USEP,24 Nov 2020,40,67.64,0.0,6293.307,0.0
USEP,24 Nov 2020,41,67.64,0.0,6245.844,0.0
USEP,24 Nov 2020,42,67.64,0.0,6192.431,0.0
USEP,24 Nov 2020,43,67.67,0.0,6120.545,0.0
USEP,24 Nov 2020,44,69.47,0.0,5965.377,0.0
USEP,24 Nov 2020,45,67.5,0.0,5805.412,0.0
USEP,24 Nov 2020,46,65.61,0.0,5656.849,0.0
USEP,24 Nov 2020,47,62.45,0.0,5509.414,0.0
USEP,24 Nov 2020,48,59.64,0.0,5353.664,0.0
USEP,25 Nov 2020,1,66.55,0.0,5208.654,0.0
USEP,25 Nov 2020,2,66.53,0.0,5115.959,0.0
USEP,25 Nov 2020,3,62.46,0.0,5059.813,0.0
USEP,25 Nov 2020,4,54.69,0.0,4988.23,0.0
USEP,25 Nov 2020,5,48.89,0.0,4950.721,0.0
USEP,25 Nov 2020,6,60.59,0.0,4925.414,0.0
USEP,25 Nov 2020,7,49.5,0.0,4900.326,0.0
USEP,25 Nov 2020,8,48.87,0.0,4879.755,0.0
USEP,25 Nov 2020,9,48.84,0.0,4882.538,0.0
USEP,25 Nov 2020,10,49.6,0.0,4903.139,0.0
USEP,25 Nov 2020,11,61.22,0.0,5004.601,0.0
USEP,25 Nov 2020,12,66.51,0.0,5163.055,0.0
USEP,25 Nov 2020,13,70.64,0.0,5342.656,0.0
USEP,25 Nov 2020,14,72.7,0.0,5502.873,0.0
USEP,25 Nov 2020,15,67.63,0.0,5664.9,0.0
USEP,25 Nov 2020,16,66.62,0.0,5901.284,0.0
USEP,25 Nov 2020,17,60.58,0.0,6147.994,0.0
USEP,25 Nov 2020,18,65.62,0.0,6312.228,0.0
USEP,25 Nov 2020,19,63.6,0.0,6401.499,0.0
USEP,25 Nov 2020,20,67.64,0.0,6463.947,0.0
USEP,25 Nov 2020,21,70.86,0.0,6511.336,0.0
USEP,25 Nov 2020,22,70.79,0.0,6523.433,0.0
USEP,25 Nov 2020,23,70.87,0.0,6531.42,0.0
USEP,25 Nov 2020,24,67.64,0.0,6461.109,0.0
USEP,25 Nov 2020,25,66.62,0.0,6402.289,0.0
USEP,25 Nov 2020,26,66.63,0.0,6418.397,0.0
USEP,25 Nov 2020,27,67.64,0.0,6479.553,0.0
USEP,25 Nov 2020,28,68.91,0.0,6511.331,0.0
USEP,25 Nov 2020,29,67.66,0.0,6509.03,0.0
USEP,25 Nov 2020,30,67.65,0.0,6502.798,0.0
USEP,25 Nov 2020,31,67.65,0.0,6471.929,0.0
USEP,25 Nov 2020,32,67.64,0.0,6484.881,0.0
USEP,25 Nov 2020,33,67.62,0.0,6452.75,0.0
USEP,25 Nov 2020,34,67.63,0.0,6471.636,0.0
USEP,25 Nov 2020,35,67.63,0.0,6425.047,0.0
USEP,25 Nov 2020,36,67.49,0.0,6348.743,0.0
USEP,25 Nov 2020,37,67.48,0.0,6308.843,0.0
USEP,25 Nov 2020,38,67.62,0.0,6338.485,0.0
USEP,25 Nov 2020,39,68.84,0.0,6377.36,0.0
USEP,25 Nov 2020,40,73.8,0.0,6371.391,0.0
USEP,25 Nov 2020,41,70.78,0.0,6320.692,0.0
USEP,25 Nov 2020,42,67.63,0.0,6268.323,0.0
USEP,25 Nov 2020,43,67.64,0.0,6177.158,0.0
USEP,25 Nov 2020,44,73.82,0.0,6011.459,0.0
USEP,25 Nov 2020,45,70.54,0.0,5850.296,0.0
USEP,25 Nov 2020,46,67.63,0.0,5684.631,0.0
USEP,25 Nov 2020,47,64.39,0.0,5537.663,0.0
USEP,25 Nov 2020,48,58.52,0.0,5358.883,0.0
USEP,26 Nov 2020,1,68.55,0.0,5194.351,0.0
USEP,26 Nov 2020,2,67.54,0.0,5104.543,0.0
USEP,26 Nov 2020,3,67.53,0.0,5061.791,0.0
USEP,26 Nov 2020,4,71.63,0.0,4989.453,0.0
USEP,26 Nov 2020,5,71.38,0.0,4941.696,0.0
USEP,26 Nov 2020,6,70.62,0.0,4918.451,0.0
USEP,26 Nov 2020,7,70.6,0.0,4894.63,0.0
USEP,26 Nov 2020,8,70.57,0.0,4879.114,0.0
USEP,26 Nov 2020,9,67.46,0.0,4888.502,0.0
USEP,26 Nov 2020,10,67.46,0.0,4911.861,0.0
USEP,26 Nov 2020,11,67.46,0.0,5002.38,0.0
USEP,26 Nov 2020,12,70.61,0.0,5168.865,0.0
USEP,26 Nov 2020,13,70.72,0.0,5346.413,0.0
USEP,26 Nov 2020,14,73.5,0.0,5512.644,0.0
USEP,26 Nov 2020,15,69.48,0.0,5667.624,0.0
USEP,26 Nov 2020,16,70.82,0.0,5915.607,0.0
USEP,26 Nov 2020,17,67.5,0.0,6168.471,0.0
USEP,26 Nov 2020,18,67.64,0.0,6313.545,0.0
USEP,26 Nov 2020,19,68.03,0.0,6409.7,0.0
USEP,26 Nov 2020,20,69.27,0.0,6464.052,0.0
USEP,26 Nov 2020,21,69.44,0.0,6525.362,0.0
USEP,26 Nov 2020,22,72.59,0.0,6552.766,0.0
USEP,26 Nov 2020,23,72.6,0.0,6549.421,0.0
USEP,26 Nov 2020,24,70.76,0.0,6512.718,0.0
USEP,26 Nov 2020,25,67.63,0.0,6460.717,0.0
USEP,26 Nov 2020,26,67.63,0.0,6459.216,0.0
USEP,26 Nov 2020,27,70.57,0.0,6504.542,0.0
USEP,26 Nov 2020,28,70.76,0.0,6526.609,0.0
USEP,26 Nov 2020,29,69.45,0.0,6520.61,0.0
USEP,26 Nov 2020,30,67.64,0.0,6477.028,0.0
USEP,26 Nov 2020,31,67.64,0.0,6463.366,0.0
USEP,26 Nov 2020,32,67.63,0.0,6466.015,0.0
USEP,26 Nov 2020,33,67.64,0.0,6447.521,0.0
USEP,26 Nov 2020,34,67.63,0.0,6420.271,0.0
USEP,26 Nov 2020,35,67.63,0.0,6369.527,0.0
USEP,26 Nov 2020,36,65.61,0.0,6288.208,0.0
USEP,26 Nov 2020,37,65.61,0.0,6248.801,0.0
USEP,26 Nov 2020,38,66.62,0.0,6287.925,0.0
USEP,26 Nov 2020,39,67.62,0.0,6334.046,0.0
USEP,26 Nov 2020,40,70.78,0.0,6327.506,0.0
USEP,26 Nov 2020,41,67.64,0.0,6286.086,0.0
USEP,26 Nov 2020,42,67.65,0.0,6236.843,0.0
USEP,26 Nov 2020,43,69.32,0.0,6146.419,0.0
USEP,26 Nov 2020,44,71.13,0.0,6007.806,0.0
USEP,26 Nov 2020,45,70.52,0.0,5841.882,0.0
USEP,26 Nov 2020,46,68.45,0.0,5705.694,0.0
USEP,26 Nov 2020,47,65.26,0.0,5555.342,0.0
USEP,26 Nov 2020,48,62.08,0.0,5455.986,0.0
USEP,27 Nov 2020,1,72.66,0.0,5366.482,0.0
USEP,27 Nov 2020,2,70.65,0.0,5256.138,0.0
USEP,27 Nov 2020,3,67.54,0.0,5140.302,0.0
USEP,27 Nov 2020,4,67.49,0.0,5063.381,0.0
USEP,27 Nov 2020,5,67.53,0.0,5030.947,0.0
USEP,27 Nov 2020,6,67.5,0.0,4992.807,0.0
USEP,27 Nov 2020,7,67.47,0.0,4965.959,0.0
USEP,27 Nov 2020,8,60.59,0.0,4929.092,0.0
USEP,27 Nov 2020,9,60.59,0.0,4944.877,0.0
USEP,27 Nov 2020,10,60.59,0.0,4967.565,0.0
USEP,27 Nov 2020,11,67.47,0.0,5042.279,0.0
USEP,27 Nov 2020,12,70.59,0.0,5212.924,0.0
USEP,27 Nov 2020,13,71.64,0.0,5378.31,0.0
USEP,27 Nov 2020,14,73.98,0.0,5530.467,0.0
USEP,27 Nov 2020,15,70.86,0.0,5698.11,0.0
USEP,27 Nov 2020,16,74.01,0.0,5924.722,0.0
USEP,27 Nov 2020,17,70.83,0.0,6168.431,0.0
USEP,27 Nov 2020,18,70.8,0.0,6330.304,0.0
USEP,27 Nov 2020,19,92.57,0.0,6430.599,0.0
USEP,27 Nov 2020,20,102.25,0.0,6500.606,0.0
USEP,27 Nov 2020,21,102.26,0.0,6561.707,0.0
USEP,27 Nov 2020,22,89.46,0.0,6569.798,0.0
USEP,27 Nov 2020,23,88.99,0.0,6559.123,0.0
USEP,27 Nov 2020,24,84.6,0.0,6521.843,0.0
USEP,27 Nov 2020,25,75.38,0.0,6469.787,0.0
USEP,27 Nov 2020,26,77.51,0.0,6492.505,0.0
USEP,27 Nov 2020,27,84.6,0.0,6551.061,0.0
USEP,27 Nov 2020,28,92.56,0.0,6570.956,0.0
USEP,27 Nov 2020,29,84.6,0.0,6564.818,0.0
USEP,27 Nov 2020,30,92.57,0.0,6571.93,0.0
USEP,27 Nov 2020,31,92.56,0.0,6587.909,0.0
USEP,27 Nov 2020,32,92.56,0.0,6577.293,0.0
USEP,27 Nov 2020,33,85.46,0.0,6552.831,0.0
USEP,27 Nov 2020,34,84.6,0.0,6531.33,0.0
USEP,27 Nov 2020,35,73.99,0.0,6469.817,0.0
USEP,27 Nov 2020,36,67.62,0.0,6386.112,0.0
USEP,27 Nov 2020,37,67.61,0.0,6328.405,0.0
USEP,27 Nov 2020,38,70.78,0.0,6350.606,0.0
USEP,27 Nov 2020,39,73.79,0.0,6374.542,0.0
USEP,27 Nov 2020,40,75.36,0.0,6366.679,0.0
USEP,27 Nov 2020,41,74.0,0.0,6314.271,0.0
USEP,27 Nov 2020,42,75.58,0.0,6253.721,0.0
USEP,27 Nov 2020,43,73.83,0.0,6177.705,0.0
USEP,27 Nov 2020,44,83.54,0.0,6049.216,0.0
USEP,27 Nov 2020,45,75.37,0.0,5917.685,0.0
USEP,27 Nov 2020,46,73.69,0.0,5794.637,0.0
USEP,27 Nov 2020,47,70.76,0.0,5671.665,0.0
USEP,27 Nov 2020,48,67.61,0.0,5533.916,0.0
USEP,28 Nov 2020,1,73.97,0.0,5403.056,0.0
USEP,28 Nov 2020,2,71.42,0.0,5295.644,0.0
USEP,28 Nov 2020,3,70.74,0.0,5219.648,0.0
USEP,28 Nov 2020,4,67.61,0.0,5135.412,0.0
USEP,28 Nov 2020,5,67.53,0.0,5075.712,0.0
USEP,28 Nov 2020,6,67.52,0.0,5023.661,0.0
USEP,28 Nov 2020,7,64.78,0.0,4989.796,0.0
USEP,28 Nov 2020,8,67.47,0.0,4966.61,0.0
USEP,28 Nov 2020,9,67.46,0.0,4949.827,0.0
USEP,28 Nov 2020,10,62.69,0.0,4949.071,0.0
USEP,28 Nov 2020,11,67.49,0.0,4999.04,0.0
USEP,28 Nov 2020,12,67.51,0.0,5067.556,0.0
USEP,28 Nov 2020,13,62.64,0.0,5145.749,0.0
USEP,28 Nov 2020,14,60.63,0.0,5222.729,0.0
USEP,28 Nov 2020,15,60.62,0.0,5314.018,0.0
USEP,28 Nov 2020,16,65.46,0.0,5469.679,0.0
USEP,28 Nov 2020,17,66.63,0.0,5629.052,0.0
USEP,28 Nov 2020,18,66.63,0.0,5763.242,0.0
USEP,28 Nov 2020,19,66.64,0.0,5849.615,0.0
USEP,28 Nov 2020,20,67.6,0.0,5919.106,0.0
USEP,28 Nov 2020,21,67.6,0.0,5979.73,0.0
USEP,28 Nov 2020,22,67.61,0.0,6014.704,0.0
USEP,28 Nov 2020,23,67.61,0.0,6003.402,0.0
USEP,28 Nov 2020,24,66.68,0.0,5942.306,0.0
USEP,28 Nov 2020,25,66.6,0.0,5879.003,0.0
USEP,28 Nov 2020,26,66.59,0.0,5853.154,0.0
USEP,28 Nov 2020,27,66.6,0.0,5846.713,0.0
USEP,28 Nov 2020,28,65.58,0.0,5834.914,0.0
USEP,28 Nov 2020,29,66.01,0.0,5828.508,0.0
USEP,28 Nov 2020,30,65.58,0.0,5819.209,0.0
USEP,28 Nov 2020,31,65.57,0.0,5806.143,0.0
USEP,28 Nov 2020,32,65.45,0.0,5780.816,0.0
USEP,28 Nov 2020,33,64.55,0.0,5756.681,0.0
USEP,28 Nov 2020,34,64.8,0.0,5742.855,0.0
USEP,28 Nov 2020,35,64.56,0.0,5729.247,0.0
USEP,28 Nov 2020,36,64.8,0.0,5732.532,0.0
USEP,28 Nov 2020,37,65.2,0.0,5789.583,0.0
USEP,28 Nov 2020,38,66.6,0.0,5873.412,0.0
USEP,28 Nov 2020,39,67.62,0.0,5923.837,0.0
USEP,28 Nov 2020,40,67.65,0.0,5934.384,0.0
USEP,28 Nov 2020,41,74.0,0.0,5931.064,0.0
USEP,28 Nov 2020,42,74.0,0.0,5923.564,0.0
USEP,28 Nov 2020,43,72.54,0.0,5889.53,0.0
USEP,28 Nov 2020,44,67.67,0.0,5817.559,0.0
USEP,28 Nov 2020,45,67.63,0.0,5704.442,0.0
USEP,28 Nov 2020,46,67.62,0.0,5593.079,0.0
USEP,28 Nov 2020,47,67.67,0.0,5501.482,0.0
USEP,28 Nov 2020,48,67.64,0.0,5409.298,0.0
USEP,29 Nov 2020,1,70.84,0.0,5306.111,0.0
USEP,29 Nov 2020,2,70.64,0.0,5201.672,0.0
USEP,29 Nov 2020,3,67.62,0.0,5098.45,0.0
USEP,29 Nov 2020,4,67.56,0.0,5026.419,0.0
USEP,29 Nov 2020,5,67.54,0.0,4964.891,0.0
USEP,29 Nov 2020,6,67.5,0.0,4913.933,0.0
USEP,29 Nov 2020,7,66.34,0.0,4878.726,0.0
USEP,29 Nov 2020,8,64.75,0.0,4853.021,0.0
USEP,29 Nov 2020,9,60.57,0.0,4834.274,0.0
USEP,29 Nov 2020,10,66.34,0.0,4846.441,0.0
USEP,29 Nov 2020,11,66.79,0.0,4877.946,0.0
USEP,29 Nov 2020,12,64.75,0.0,4912.91,0.0
USEP,29 Nov 2020,13,59.98,0.0,4954.031,0.0
USEP,29 Nov 2020,14,60.4,0.0,4986.565,0.0
USEP,29 Nov 2020,15,59.99,0.0,5028.159,0.0
USEP,29 Nov 2020,16,60.6,0.0,5110.219,0.0
USEP,29 Nov 2020,17,66.62,0.0,5238.887,0.0
USEP,29 Nov 2020,18,66.62,0.0,5347.824,0.0
USEP,29 Nov 2020,19,66.61,0.0,5429.785,0.0
USEP,29 Nov 2020,20,65.59,0.0,5504.578,0.0
USEP,29 Nov 2020,21,65.58,0.0,5571.216,0.0
USEP,29 Nov 2020,22,65.58,0.0,5598.76,0.0
USEP,29 Nov 2020,23,65.58,0.0,5608.526,0.0
USEP,29 Nov 2020,24,65.58,0.0,5604.793,0.0
USEP,29 Nov 2020,25,65.57,0.0,5588.308,0.0
USEP,29 Nov 2020,26,65.37,0.0,5593.829,0.0
USEP,29 Nov 2020,27,65.44,0.0,5597.149,0.0
USEP,29 Nov 2020,28,65.57,0.0,5614.182,0.0
USEP,29 Nov 2020,29,65.56,0.0,5607.328,0.0
USEP,29 Nov 2020,30,65.55,0.0,5617.735,0.0
USEP,29 Nov 2020,31,65.54,0.0,5636.363,0.0
USEP,29 Nov 2020,32,65.57,0.0,5647.068,0.0
USEP,29 Nov 2020,33,65.56,0.0,5658.454,0.0
USEP,29 Nov 2020,34,65.56,0.0,5651.079,0.0
USEP,29 Nov 2020,35,65.56,0.0,5652.207,0.0
USEP,29 Nov 2020,36,65.58,0.0,5660.214,0.0
USEP,29 Nov 2020,37,66.6,0.0,5729.192,0.0
USEP,29 Nov 2020,38,67.61,0.0,5833.07,0.0
USEP,29 Nov 2020,39,74.01,0.0,5937.803,0.0
USEP,29 Nov 2020,40,74.22,0.0,5991.494,0.0
USEP,29 Nov 2020,41,79.52,0.0,6029.584,0.0
USEP,29 Nov 2020,42,79.52,0.0,6049.742,0.0
USEP,29 Nov 2020,43,74.23,0.0,5995.828,0.0
USEP,29 Nov 2020,44,73.79,0.0,5898.048,0.0
USEP,29 Nov 2020,45,67.66,0.0,5788.38,0.0
USEP,29 Nov 2020,46,67.14,0.0,5663.653,0.0
USEP,29 Nov 2020,47,67.63,0.0,5547.196,0.0
USEP,29 Nov 2020,48,66.61,0.0,5329.242,0.0
USEP,30 Nov 2020,1,67.54,0.0,5116.446,0.0
USEP,30 Nov 2020,2,54.55,0.0,5009.73,0.0
USEP,30 Nov 2020,3,67.53,0.0,5043.829,0.0
USEP,30 Nov 2020,4,67.52,0.0,4981.481,0.0
USEP,30 Nov 2020,5,60.55,0.0,4931.11,0.0
USEP,30 Nov 2020,6,54.64,0.0,4904.033,0.0
USEP,30 Nov 2020,7,51.11,0.0,4881.042,0.0
USEP,30 Nov 2020,8,41.66,0.0,4854.547,0.0
USEP,30 Nov 2020,9,41.65,0.0,4857.261,0.0
USEP,30 Nov 2020,10,51.11,0.0,4887.473,0.0
USEP,30 Nov 2020,11,62.41,0.0,4984.02,0.0
USEP,30 Nov 2020,12,67.54,0.0,5158.651,0.0
USEP,30 Nov 2020,13,70.63,0.0,5362.665,0.0
USEP,30 Nov 2020,14,71.64,0.0,5540.501,0.0
USEP,30 Nov 2020,15,67.47,0.0,5726.066,0.0
USEP,30 Nov 2020,16,69.5,0.0,5979.69,0.0
USEP,30 Nov 2020,17,66.49,0.0,6226.247,0.0
USEP,30 Nov 2020,18,70.51,0.0,6400.918,0.0
USEP,30 Nov 2020,19,69.79,0.0,6496.779,0.0
USEP,30 Nov 2020,20,70.87,0.0,6570.797,0.0
USEP,30 Nov 2020,21,73.81,0.0,6616.934,0.0
USEP,30 Nov 2020,22,74.01,0.0,6645.869,0.0
USEP,30 Nov 2020,23,74.01,0.0,6625.174,0.0
USEP,30 Nov 2020,24,70.87,0.0,6574.396,0.0
USEP,30 Nov 2020,25,70.87,0.0,6561.931,0.0
USEP,30 Nov 2020,26,73.8,0.0,6578.123,0.0
USEP,30 Nov 2020,27,75.92,0.0,6664.571,0.0
USEP,30 Nov 2020,28,81.67,0.0,6686.434,0.0
USEP,30 Nov 2020,29,75.55,0.0,6667.951,0.0
USEP,30 Nov 2020,30,77.63,0.0,6673.547,0.0
USEP,30 Nov 2020,31,74.01,0.0,6615.627,0.0
USEP,30 Nov 2020,32,73.8,0.0,6593.371,0.0
USEP,30 Nov 2020,33,70.79,0.0,6551.091,0.0
USEP,30 Nov 2020,34,70.79,0.0,6556.27,0.0
USEP,30 Nov 2020,35,70.86,0.0,6512.022,0.0
USEP,30 Nov 2020,36,67.62,0.0,6411.056,0.0
USEP,30 Nov 2020,37,67.62,0.0,6356.878,0.0
USEP,30 Nov 2020,38,67.65,0.0,6386.316,0.0
USEP,30 Nov 2020,39,73.03,0.0,6412.707,0.0
USEP,30 Nov 2020,40,74.41,0.0,6409.118,0.0
USEP,30 Nov 2020,41,74.49,0.0,6349.349,0.0
USEP,30 Nov 2020,42,73.83,0.0,6303.496,0.0
USEP,30 Nov 2020,43,67.66,0.0,6216.237,0.0
USEP,30 Nov 2020,44,64.62,0.0,6057.829,0.0
USEP,30 Nov 2020,45,61.98,0.0,5901.015,0.0
USEP,30 Nov 2020,46,68.2,0.0,5747.899,0.0
USEP,30 Nov 2020,47,65.47,0.0,5612.884,0.0
USEP,30 Nov 2020,48,58.52,0.0,5459.982,0.0
USEP,01 Dec 2020,1,70.76,0.0,5312.875,0.0
USEP,01 Dec 2020,2,73.7,0.0,5233.803,0.0
USEP,01 Dec 2020,3,70.83,0.0,5156.305,0.0
USEP,01 Dec 2020,4,63.49,0.0,5086.049,0.0
USEP,01 Dec 2020,5,60.59,0.0,5040.753,0.0
USEP,01 Dec 2020,6,60.56,0.0,5004.373,0.0
USEP,01 Dec 2020,7,60.57,0.0,4983.24,0.0
USEP,01 Dec 2020,8,50.34,0.0,4949.573,0.0
USEP,01 Dec 2020,9,55.36,0.0,4953.609,0.0
USEP,01 Dec 2020,10,60.4,0.0,4972.5,0.0
USEP,01 Dec 2020,11,63.69,0.0,5064.072,0.0
